location,`date`,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,people_fully_vaccinated_per_hundred
European Union,2021-01-26,19013869,129876,454976,4050,42735.57,291.909,1022.604,9.103,444919060,0.26
European Union,2021-01-27,19173778,159909,458880,3904,43094.98,359.411,1031.379,8.775,444919060,0.31
European Union,2021-01-28,19322632,148854,463194,4314,43429.543,334.564,1041.075,9.696,444919060,0.38
European Union,2021-01-29,19463923,141291,466840,3646,43747.11,317.566,1049.27,8.195,444919060,0.45
European Union,2021-01-30,19566738,102815,469688,2848,43978.195,231.087,1055.671,6.401,444919060,0.5
European Union,2021-01-31,19633934,67196,471122,1434,44129.227,151.03,1058.894,3.223,444919060,0.57
European Union,2021-02-01,19757246,123312,474528,3406,44406.383,277.156,1066.549,7.655,444919060,0.64
European Union,2021-02-02,19873376,116130,479020,4492,44667.395,261.014,1076.645,10.096,444919060,0.73
European Union,2021-02-03,20010718,137342,482839,3819,44976.086,308.69,1085.229,8.584,444919060,0.84
European Union,2021-02-04,20118442,107724,486121,3282,45218.207,242.12,1092.605,7.377,444919060,0.95
European Union,2021-02-05,20265211,146769,490216,4095,45548.086,329.878,1101.809,9.204,444919060,1.05
European Union,2021-02-06,20349973,84762,492242,2026,45738.598,190.511,1106.363,4.554,444919060,1.09
European Union,2021-02-07,20418116,68143,493667,1425,45891.754,153.158,1109.566,3.203,444919060,1.16
European Union,2021-02-08,20502181,84065,496659,2992,46080.7,188.944,1116.291,6.725,444919060,1.23
European Union,2021-02-09,20593535,91354,500809,4150,46286.027,205.327,1125.618,9.328,444919060,1.31
European Union,2021-02-10,20709189,115654,504216,3407,46545.97,259.944,1133.276,7.658,444919060,1.39
European Union,2021-02-11,20821491,112302,507467,3251,46798.38,252.41,1140.583,7.307,444919060,1.51
European Union,2021-02-12,20925038,103547,510685,3218,47031.113,232.732,1147.816,7.233,444919060,1.59
European Union,2021-02-13,21006190,81152,512529,1844,47213.508,182.397,1151.96,4.145,444919060,1.63
European Union,2021-02-14,21066583,60393,513730,1201,47349.246,135.739,1154.659,2.699,444919060,1.7
European Union,2021-02-15,21133864,67281,515935,2205,47500.47,151.221,1159.615,4.956,444919060,1.77
European Union,2021-02-16,21222433,88569,519099,3164,47699.535,199.068,1166.727,7.111,444919060,1.84
European Union,2021-02-17,21331537,109104,522295,3196,47944.758,245.222,1173.91,7.183,444919060,1.92
European Union,2021-02-18,21444748,113211,524960,2665,48199.21,254.453,1179.9,5.99,444919060,2.01
European Union,2021-02-19,21558436,113688,527847,2887,48454.74,255.525,1186.389,6.489,444919060,2.08
European Union,2021-02-20,21650054,91618,529387,1540,48660.656,205.921,1189.85,3.461,444919060,2.12
European Union,2021-02-21,21727495,77441,530431,1044,48834.715,174.056,1192.197,2.346,444919060,2.17
European Union,2021-02-22,21794298,66803,532583,2152,48984.86,150.146,1197.033,4.837,444919060,2.22
European Union,2021-02-23,21894618,100320,535480,2897,49210.34,225.479,1203.545,6.511,444919060,2.27
European Union,2021-02-24,22027121,132503,538107,2627,49508.152,297.814,1209.449,5.904,444919060,2.34
European Union,2021-02-25,22156206,129085,540229,2122,49798.285,290.131,1214.219,4.769,444919060,2.4
European Union,2021-02-26,22283005,126799,543042,2813,50083.277,284.993,1220.541,6.322,444919060,2.48
European Union,2021-02-27,22392581,109576,544682,1640,50329.562,246.283,1224.227,3.686,444919060,2.51
European Union,2021-02-28,22480849,88268,545777,1095,50527.953,198.391,1226.688,2.461,444919060,2.56
European Union,2021-03-01,22550989,70140,547909,2132,50685.598,157.647,1231.48,4.792,444919060,2.6
European Union,2021-03-02,22582739,31750,550487,2578,50756.96,71.361,1237.274,5.794,444919060,2.65
European Union,2021-03-03,22721309,138570,553246,2759,51068.41,311.45,1243.476,6.201,444919060,2.73
European Union,2021-03-04,22856903,135594,555556,2310,51373.17,304.761,1248.668,5.192,444919060,2.81
European Union,2021-03-05,22992226,135323,558326,2770,51677.324,304.152,1254.893,6.226,444919060,2.88
European Union,2021-03-06,23111179,118953,559919,1593,51944.684,267.359,1258.474,3.58,444919060,2.92
European Union,2021-03-07,23209780,98601,561041,1122,52166.297,221.616,1260.996,2.522,444919060,2.98
European Union,2021-03-08,23277322,67542,563095,2054,52318.105,151.807,1265.612,4.617,444919060,3.03
European Union,2021-03-09,23398418,121096,565778,2683,52590.28,272.175,1271.643,6.03,444919060,3.09
European Union,2021-03-10,23557500,159082,568326,2548,52947.832,357.553,1277.369,5.727,444919060,3.16
European Union,2021-03-11,23704972,147472,570696,2370,53279.29,331.458,1282.696,5.327,444919060,3.27
European Union,2021-03-12,23852650,147678,573002,2306,53611.21,331.921,1287.879,5.183,444919060,3.35
European Union,2021-03-13,23997208,144558,574679,1677,53936.12,324.909,1291.648,3.769,444919060,3.39
European Union,2021-03-14,24112130,114922,576013,1334,54194.418,258.299,1294.647,2.998,444919060,3.44
European Union,2021-03-15,24196709,84579,578035,2022,54384.52,190.1,1299.191,4.545,444919060,3.51
European Union,2021-03-16,24344002,147293,580686,2651,54715.574,331.056,1305.15,5.958,444919060,3.58
European Union,2021-03-17,24509452,165450,583021,2335,55087.44,371.865,1310.398,5.248,444919060,3.67
European Union,2021-03-18,24694516,185064,585611,2590,55503.39,415.95,1316.219,5.821,444919060,3.77
European Union,2021-03-19,24863007,168491,587966,2355,55882.09,378.7,1321.512,5.293,444919060,3.85
European Union,2021-03-20,25015922,152915,589828,1862,56225.78,343.692,1325.697,4.185,444919060,3.93
European Union,2021-03-21,25142828,126906,591181,1353,56511.016,285.234,1328.738,3.041,444919060,3.99
European Union,2021-03-22,25256135,113307,593671,2490,56765.684,254.669,1334.335,5.597,444919060,4.1
European Union,2021-03-23,25395776,139641,596562,2891,57079.543,313.857,1340.833,6.498,444919060,4.19
European Union,2021-03-24,25603263,207487,599139,2577,57545.89,466.348,1346.625,5.792,444919060,4.31
European Union,2021-03-25,25808474,205211,602194,3055,58007.12,461.232,1353.491,6.866,444919060,4.43
European Union,2021-03-26,26003397,194923,605719,3525,58445.23,438.109,1361.414,7.923,444919060,4.58
European Union,2021-03-27,26176349,172952,607699,1980,58833.957,388.727,1365.864,4.45,444919060,4.63
European Union,2021-03-28,26306369,130020,609068,1369,59126.19,292.233,1368.941,3.077,444919060,4.71
European Union,2021-03-29,26407342,100973,611171,2103,59353.137,226.947,1373.668,4.727,444919060,4.8
European Union,2021-03-30,26569680,162338,614078,2907,59718.008,364.871,1380.202,6.534,444919060,4.89
European Union,2021-03-31,26786132,216452,617013,2935,60204.508,486.497,1386.798,6.597,444919060,5.03
European Union,2021-04-01,26989991,203859,619786,2773,60662.7,458.193,1393.031,6.233,444919060,5.17
European Union,2021-04-02,27159705,169714,622271,2485,61044.15,381.449,1398.616,5.585,444919060,5.27
European Union,2021-04-03,27270340,110635,624339,2068,61292.812,248.663,1403.264,4.648,444919060,5.35
European Union,2021-04-04,27437350,167010,626064,1725,61668.184,375.372,1407.141,3.877,444919060,5.43
European Union,2021-04-05,27513548,76198,627701,1637,61839.445,171.263,1410.821,3.679,444919060,5.47
European Union,2021-04-06,27602410,88862,629644,1943,62039.17,199.726,1415.188,4.367,444919060,5.59
European Union,2021-04-07,27724444,122034,632917,3273,62313.453,274.284,1422.544,7.356,444919060,5.72
European Union,2021-04-08,27962165,237721,636650,3733,62847.758,534.302,1430.934,8.39,444919060,5.86
European Union,2021-04-09,28101520,139355,639700,3050,63160.973,313.214,1437.79,6.855,444919060,5.99
European Union,2021-04-10,28211017,109497,641810,2110,63407.08,246.105,1442.532,4.742,444919060,6.07
European Union,2021-04-11,28403622,192605,643956,2146,63839.977,432.899,1447.355,4.823,444919060,6.12
European Union,2021-04-12,28497000,93378,646254,2298,64049.85,209.876,1452.52,5.165,444919060,6.22
European Union,2021-04-13,28656192,159192,649338,3084,64407.652,357.8,1459.452,6.932,444919060,6.34
European Union,2021-04-14,28830352,174160,652418,3080,64799.094,391.442,1466.375,6.923,444919060,6.46
European Union,2021-04-15,28992762,162410,655220,2802,65164.13,365.033,1472.672,6.298,444919060,6.61
European Union,2021-04-16,29146694,153932,657886,2666,65510.105,345.978,1478.664,5.992,444919060,6.76
European Union,2021-04-17,29271952,125258,659876,1990,65791.63,281.53,1483.137,4.473,444919060,6.85
European Union,2021-04-18,29358117,86165,661284,1408,65985.3,193.664,1486.302,3.165,444919060,6.92
European Union,2021-04-19,29438476,80359,663546,2262,66165.914,180.615,1491.386,5.084,444919060,7.04
European Union,2021-04-20,29586718,148242,666308,2762,66499.1,333.189,1497.594,6.208,444919060,7.17
European Union,2021-04-21,29740141,153423,669198,2890,66843.94,344.834,1504.089,6.496,444919060,7.35
European Union,2021-04-22,29891756,151615,671724,2526,67184.7,340.77,1509.767,5.677,444919060,7.53
European Union,2021-04-23,30029207,137451,674331,2607,67493.64,308.935,1515.626,5.859,444919060,7.7
European Union,2021-04-24,\N,\N,\N,\N,\N,\N,\N,\N,444919060,7.75
Faeroe Islands,2021-03-19,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-20,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-01-29,\N,\N,\N,\N,\N,\N,\N,\N,48865,0
Faeroe Islands,2021-01-30,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-01-31,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-01,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-02,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-03,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-04,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-05,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-06,\N,\N,\N,\N,\N,\N,\N,\N,48865,1.24
Faeroe Islands,2021-02-07,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-08,\N,\N,\N,\N,\N,\N,\N,\N,48865,1.4
Faeroe Islands,2021-02-09,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-10,\N,\N,\N,\N,\N,\N,\N,\N,48865,2.5
Faeroe Islands,2021-02-11,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-12,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-13,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-14,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-15,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-16,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-17,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-18,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-19,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-20,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-21,\N,\N,\N,\N,\N,\N,\N,\N,48865,3.1
Faeroe Islands,2021-02-22,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-23,\N,\N,\N,\N,\N,\N,\N,\N,48865,4.27
Faeroe Islands,2021-02-24,\N,\N,\N,\N,\N,\N,\N,\N,48865,5.16
Faeroe Islands,2021-02-25,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-26,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-27,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-02-28,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-01,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-02,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-03,\N,\N,\N,\N,\N,\N,\N,\N,48865,5.79
Faeroe Islands,2021-03-04,\N,\N,\N,\N,\N,\N,\N,\N,48865,6.46
Faeroe Islands,2021-03-05,\N,\N,\N,\N,\N,\N,\N,\N,48865,6.78
Faeroe Islands,2021-03-06,\N,\N,\N,\N,\N,\N,\N,\N,48865,7.52
Faeroe Islands,2021-03-07,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-08,\N,\N,\N,\N,\N,\N,\N,\N,48865,7.79
Faeroe Islands,2021-03-09,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-10,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-11,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-12,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.04
Faeroe Islands,2021-03-13,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-14,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-15,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-16,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.14
Faeroe Islands,2021-03-17,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.18
Faeroe Islands,2021-03-18,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.25
Faeroe Islands,2021-03-21,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-22,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.27
Faeroe Islands,2021-03-23,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-24,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-25,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-26,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.34
Faeroe Islands,2021-03-27,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.4
Faeroe Islands,2021-03-28,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-29,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-03-30,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.45
Faeroe Islands,2021-03-31,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-01,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-02,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-03,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-04,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-05,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-06,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-07,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-08,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.49
Faeroe Islands,2021-04-09,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-10,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-11,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-12,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.69
Faeroe Islands,2021-04-13,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.71
Faeroe Islands,2021-04-14,\N,\N,\N,\N,\N,\N,\N,\N,48865,8.97
Faeroe Islands,2021-04-15,\N,\N,\N,\N,\N,\N,\N,\N,48865,9.78
Faeroe Islands,2021-04-16,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-17,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-18,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-19,\N,\N,\N,\N,\N,\N,\N,\N,48865,10.35
Faeroe Islands,2021-04-20,\N,\N,\N,\N,\N,\N,\N,\N,48865,
Faeroe Islands,2021-04-21,\N,\N,\N,\N,\N,\N,\N,\N,48865,10.63
Faeroe Islands,2021-04-22,\N,\N,\N,\N,\N,\N,\N,\N,48865,10.74
Falkland Islands,2021-02-24,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-25,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-26,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-27,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-28,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-08,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-01,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-02,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-03,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-04,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-05,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-06,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-07,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-09,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-08,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-09,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-10,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-11,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-07,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-12,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-22,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-13,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-14,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-15,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-16,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-17,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-18,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-19,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-20,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-21,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-22,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-23,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-24,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-25,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-26,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-27,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-28,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-29,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-30,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-03-31,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-01,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-02,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-03,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-04,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-05,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-06,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-07,\N,\N,\N,\N,\N,\N,\N,\N,3483,49.3
Falkland Islands,2021-04-08,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-09,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-10,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-11,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-12,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-13,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-04-14,\N,\N,\N,\N,\N,\N,\N,\N,3483,50.96
Falkland Islands,2021-02-10,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-11,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-12,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-13,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-14,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-15,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-16,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-17,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-18,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-19,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-20,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-21,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Falkland Islands,2021-02-23,\N,\N,\N,\N,\N,\N,\N,\N,3483,
Fiji,2021-03-17,66,0,2,0,73.624,0.0,2.231,0.0,896444,
Fiji,2021-03-18,67,1,2,0,74.74,1.116,2.231,0.0,896444,
Fiji,2021-03-19,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-20,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-21,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-23,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-24,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-25,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-26,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-27,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-28,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-29,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-30,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-03-31,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-04-01,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-04-02,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-04-03,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-04-04,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-04-05,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-04-06,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-04-07,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-04-08,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Fiji,2021-04-09,68,1,2,0,75.855,1.116,2.231,0.0,896444,
Fiji,2021-04-10,68,0,2,0,75.855,0.0,2.231,0.0,896444,
Fiji,2021-04-11,68,0,2,0,75.855,0.0,2.231,0.0,896444,
Fiji,2021-04-12,68,0,2,0,75.855,0.0,2.231,0.0,896444,
Fiji,2021-04-13,68,0,2,0,75.855,0.0,2.231,0.0,896444,
Fiji,2021-04-14,68,0,2,0,75.855,0.0,2.231,0.0,896444,
Fiji,2021-04-15,68,0,2,0,75.855,0.0,2.231,0.0,896444,
Fiji,2021-04-16,68,0,2,0,75.855,0.0,2.231,0.0,896444,
Fiji,2021-03-22,67,0,2,0,74.74,0.0,2.231,0.0,896444,
Finland,2021-04-06,80068,331,860,14,14450.835,59.74,155.215,2.527,5540718,1.62
Finland,2020-12-31,36107,249,561,5,6516.664,44.94,101.25,0.902,5540718,
Finland,2021-01-01,36403,296,561,0,6570.087,53.423,101.25,0.0,5540718,
Finland,2021-01-02,36604,201,561,0,6606.364,36.277,101.25,0.0,5540718,
Finland,2021-01-03,36772,168,561,0,6636.685,30.321,101.25,0.0,5540718,
