location,date,sentiment_category,cnt,sentiment_rating
United States,6/26/2020,very negative,6385,1
United States,6/26/2020,very positive,814,5
United States,6/27/2020,negative,78962,2
United States,6/27/2020,neutral,20679,3
United States,6/27/2020,positive,29617,4
United States,6/27/2020,very negative,6593,1
United States,6/27/2020,very positive,723,5
United States,6/28/2020,negative,57060,2
United States,6/28/2020,neutral,14198,3
United States,6/28/2020,positive,19620,4
United States,6/28/2020,very negative,4634,1
United States,6/28/2020,very positive,606,5
United States,6/29/2020,negative,58905,2
United States,6/29/2020,neutral,16267,3
United States,6/29/2020,positive,22879,4
United States,6/29/2020,very negative,4764,1
United States,6/29/2020,very positive,681,5
United States,6/30/2020,negative,70112,2
United States,6/30/2020,neutral,20892,3
United States,6/30/2020,positive,30581,4
United States,6/30/2020,very negative,5477,1
United States,6/30/2020,very positive,704,5
United States,7/1/2020,negative,74202,2
United States,7/1/2020,neutral,21320,3
United States,7/1/2020,positive,31784,4
United States,7/1/2020,very negative,5827,1
United States,7/1/2020,very positive,826,5
United States,7/2/2020,negative,76970,2
United States,7/2/2020,neutral,22376,3
United States,7/2/2020,positive,33746,4
United States,7/2/2020,very negative,6134,1
United States,7/2/2020,very positive,855,5
United States,7/3/2020,negative,77066,2
United States,7/3/2020,neutral,22838,3
United States,7/3/2020,positive,33509,4
United States,7/3/2020,very negative,6245,1
United States,7/3/2020,very positive,848,5
United States,7/4/2020,negative,59213,2
United States,7/4/2020,neutral,17555,3
United States,7/4/2020,positive,26634,4
United States,7/4/2020,very negative,4739,1
United States,7/4/2020,very positive,901,5
United States,7/5/2020,negative,47048,2
United States,7/5/2020,neutral,12823,3
United States,7/5/2020,positive,19158,4
United States,7/5/2020,very negative,4110,1
United States,7/5/2020,very positive,702,5
United States,7/6/2020,negative,63368,2
United States,7/6/2020,neutral,16853,3
United States,7/6/2020,positive,22162,4
United States,7/6/2020,very negative,5884,1
United States,7/6/2020,very positive,493,5
United States,7/7/2020,negative,83682,2
United States,7/7/2020,neutral,22466,3
United States,7/7/2020,positive,32869,4
United States,7/7/2020,very negative,7289,1
United States,7/7/2020,very positive,734,5
United States,7/8/2020,negative,83220,2
United States,7/8/2020,neutral,22900,3
United States,7/8/2020,positive,33217,4
United States,7/8/2020,very negative,6930,1
United States,7/8/2020,very positive,778,5
United States,7/9/2020,negative,84785,2
United States,7/9/2020,neutral,22241,3
United States,7/9/2020,positive,32695,4
United States,7/9/2020,very negative,7807,1
United States,7/9/2020,very positive,931,5
United States,7/10/2020,negative,79632,2
United States,7/10/2020,neutral,21122,3
United States,7/10/2020,positive,31924,4
United States,7/10/2020,very negative,7616,1
United States,7/10/2020,very positive,994,5
United States,7/11/2020,negative,73224,2
United States,7/11/2020,neutral,18112,3
United States,7/11/2020,positive,27357,4
United States,7/11/2020,very negative,6902,1
United States,7/11/2020,very positive,871,5
United States,7/12/2020,negative,62482,2
United States,7/12/2020,neutral,14827,3
United States,7/12/2020,positive,21242,4
United States,7/12/2020,very negative,6136,1
United States,7/12/2020,very positive,668,5
United States,7/13/2020,negative,75952,2
United States,7/13/2020,neutral,18496,3
United States,7/13/2020,positive,27725,4
United States,7/13/2020,very negative,7363,1
United States,7/13/2020,very positive,800,5
United States,7/14/2020,negative,97155,2
United States,7/14/2020,neutral,24128,3
United States,7/14/2020,positive,34758,4
United States,7/14/2020,very negative,9049,1
United States,7/14/2020,very positive,913,5
United States,7/15/2020,negative,91163,2
United States,7/15/2020,neutral,23723,3
United States,7/15/2020,positive,36085,4
United States,7/15/2020,very negative,8131,1
United States,7/15/2020,very positive,950,5
United States,7/16/2020,negative,89407,2
United States,7/16/2020,neutral,22671,3
United States,7/16/2020,positive,34784,4
United States,7/16/2020,very negative,8007,1
United States,7/16/2020,very positive,988,5
United States,7/17/2020,negative,91424,2
United States,7/17/2020,neutral,23739,3
United States,7/17/2020,positive,33202,4
United States,7/17/2020,very negative,8021,1
United States,7/17/2020,very positive,982,5
United States,7/18/2020,negative,72559,2
United States,7/18/2020,neutral,18001,3
United States,7/18/2020,positive,26600,4
United States,7/18/2020,very negative,6685,1
United States,7/18/2020,very positive,831,5
United States,7/19/2020,negative,56270,2
United States,7/19/2020,neutral,13259,3
United States,7/19/2020,positive,19741,4
United States,7/19/2020,very negative,5394,1
United States,7/19/2020,very positive,553,5
United States,7/20/2020,negative,61750,2
United States,7/20/2020,neutral,15543,3
United States,7/20/2020,positive,23928,4
United States,7/20/2020,very negative,5768,1
United States,7/20/2020,very positive,636,5
United States,7/21/2020,negative,72671,2
United States,7/21/2020,neutral,19472,3
United States,7/21/2020,positive,30410,4
United States,7/21/2020,very negative,6431,1
United States,7/21/2020,very positive,821,5
United States,7/22/2020,negative,70058,2
United States,7/22/2020,neutral,19218,3
United States,7/22/2020,positive,29572,4
United States,7/22/2020,very negative,5890,1
United States,7/22/2020,very positive,880,5
United States,7/23/2020,negative,69884,2
United States,7/23/2020,neutral,18897,3
United States,7/23/2020,positive,29807,4
United States,7/23/2020,very negative,5743,1
United States,7/23/2020,very positive,895,5
United States,7/24/2020,negative,70749,2
United States,7/24/2020,neutral,19108,3
United States,7/24/2020,positive,30160,4
United States,7/24/2020,very negative,6273,1
United States,7/24/2020,very positive,894,5
United States,7/25/2020,negative,58349,2
United States,7/25/2020,neutral,15454,3
United States,7/25/2020,positive,23608,4
United States,7/25/2020,very negative,5062,1
United States,7/25/2020,very positive,815,5
United States,7/26/2020,negative,45935,2
United States,7/26/2020,neutral,11100,3
United States,7/26/2020,positive,16360,4
United States,7/26/2020,very negative,4105,1
United States,7/26/2020,very positive,530,5
United States,7/27/2020,negative,54558,2
United States,7/27/2020,neutral,14140,3
United States,7/27/2020,positive,21744,4
United States,7/27/2020,very negative,5023,1
United States,7/27/2020,very positive,617,5
United States,7/28/2020,negative,85633,2
United States,7/28/2020,neutral,23537,3
United States,7/28/2020,positive,33274,4
United States,7/28/2020,very negative,6808,1
United States,7/28/2020,very positive,889,5
United States,7/29/2020,negative,80932,2
United States,7/29/2020,neutral,22755,3
United States,7/29/2020,positive,32195,4
United States,7/29/2020,very negative,6272,1
United States,7/29/2020,very positive,894,5
United States,7/30/2020,negative,89473,2
United States,7/30/2020,neutral,23445,3
United States,7/30/2020,positive,32651,4
United States,7/30/2020,very negative,7647,1
United States,7/30/2020,very positive,922,5
United States,7/31/2020,negative,89735,2
United States,7/31/2020,neutral,21623,3
United States,7/31/2020,positive,30811,4
United States,7/31/2020,very negative,8841,1
United States,7/31/2020,very positive,1079,5
United States,8/1/2020,negative,66946,2
United States,8/1/2020,neutral,16586,3
United States,8/1/2020,positive,24990,4
United States,8/1/2020,very negative,5930,1
United States,8/1/2020,very positive,903,5
United States,8/2/2020,negative,53959,2
United States,8/2/2020,neutral,13108,3
United States,8/2/2020,positive,17835,4
United States,8/2/2020,very negative,4818,1
United States,8/2/2020,very positive,622,5
United States,8/3/2020,negative,58568,2
United States,8/3/2020,neutral,14809,3
United States,8/3/2020,positive,21811,4
United States,8/3/2020,very negative,5367,1
United States,8/3/2020,very positive,730,5
United States,8/4/2020,negative,70054,2
United States,8/4/2020,neutral,18721,3
United States,8/4/2020,positive,27976,4
United States,8/4/2020,very negative,6104,1
United States,8/4/2020,very positive,838,5
United States,8/5/2020,negative,65295,2
United States,8/5/2020,neutral,17544,3
United States,8/5/2020,positive,26988,4
United States,8/5/2020,very negative,5648,1
United States,8/5/2020,very positive,806,5
United States,8/6/2020,negative,68894,2
United States,8/6/2020,neutral,18173,3
United States,8/6/2020,positive,27652,4
United States,8/6/2020,very negative,5745,1
United States,8/6/2020,very positive,842,5
United States,8/7/2020,negative,68466,2
United States,8/7/2020,neutral,18873,3
United States,8/7/2020,positive,29326,4
United States,8/7/2020,very negative,5591,1
United States,8/7/2020,very positive,939,5
United States,8/8/2020,negative,58384,2
United States,8/8/2020,neutral,15356,3
United States,8/8/2020,positive,23014,4
United States,8/8/2020,very negative,5054,1
United States,8/8/2020,very positive,750,5
United States,8/9/2020,negative,50378,2
United States,8/9/2020,neutral,12154,3
United States,8/9/2020,positive,17570,4
United States,8/9/2020,very negative,4159,1
United States,8/9/2020,very positive,590,5
United States,8/10/2020,negative,56501,2
United States,8/10/2020,neutral,14424,3
United States,8/10/2020,positive,21918,4
United States,8/10/2020,very negative,4837,1
United States,8/10/2020,very positive,666,5
United States,8/11/2020,negative,70441,2
United States,8/11/2020,neutral,18467,3
United States,8/11/2020,positive,28327,4
United States,8/11/2020,very negative,6128,1
United States,8/11/2020,very positive,808,5
United States,8/12/2020,negative,62997,2
United States,8/12/2020,neutral,17316,3
United States,8/12/2020,positive,26666,4
United States,8/12/2020,very negative,5172,1
United States,8/12/2020,very positive,849,5
United States,8/13/2020,negative,64428,2
United States,8/13/2020,neutral,17096,3
United States,8/13/2020,positive,26965,4
United States,8/13/2020,very negative,5206,1
United States,8/13/2020,very positive,880,5
United States,8/14/2020,negative,62556,2
United States,8/14/2020,neutral,16847,3
United States,8/14/2020,positive,26615,4
United States,8/14/2020,very negative,5452,1
United States,8/14/2020,very positive,876,5
United States,8/15/2020,negative,50269,2
United States,8/15/2020,neutral,13972,3
United States,8/15/2020,positive,22079,4
United States,8/15/2020,very negative,4246,1
United States,8/15/2020,very positive,732,5
United States,8/16/2020,negative,45484,2
United States,8/16/2020,neutral,11118,3
United States,8/16/2020,positive,15786,4
United States,8/16/2020,very negative,4276,1
United States,8/16/2020,very positive,547,5
United States,8/17/2020,negative,46833,2
United States,8/17/2020,neutral,12491,3
United States,8/17/2020,positive,18539,4
United States,8/17/2020,very negative,3998,1
United States,8/17/2020,very positive,600,5
United States,8/18/2020,negative,61116,2
United States,8/18/2020,neutral,17174,3
United States,8/18/2020,positive,26495,4
United States,8/18/2020,very negative,5042,1
United States,8/18/2020,very positive,865,5
United States,8/19/2020,negative,56661,2
United States,8/19/2020,neutral,15889,3
United States,8/19/2020,positive,25428,4
United States,8/19/2020,very negative,4694,1
United States,8/19/2020,very positive,823,5
United States,8/20/2020,negative,57086,2
United States,8/20/2020,neutral,16136,3
United States,8/20/2020,positive,25884,4
United States,8/20/2020,very negative,4787,1
United States,8/20/2020,very positive,886,5
United States,8/21/2020,negative,53234,2
United States,8/21/2020,neutral,15374,3
United States,8/21/2020,positive,24439,4
United States,8/21/2020,very negative,4411,1
United States,8/21/2020,very positive,864,5
United States,8/22/2020,negative,47320,2
United States,8/22/2020,neutral,12824,3
United States,8/22/2020,positive,19726,4
United States,8/22/2020,very negative,4493,1
United States,8/22/2020,very positive,717,5
United States,8/23/2020,negative,41798,2
United States,8/23/2020,neutral,10535,3
United States,8/23/2020,positive,14532,4
United States,8/23/2020,very negative,3708,1
United States,8/23/2020,very positive,464,5
United States,8/24/2020,negative,52034,2
United States,8/24/2020,neutral,13778,3
United States,8/24/2020,positive,19397,4
United States,8/24/2020,very negative,4476,1
United States,8/24/2020,very positive,610,5
United States,8/25/2020,negative,55085,2
United States,8/25/2020,neutral,16167,3
United States,8/25/2020,positive,24553,4
United States,8/25/2020,very negative,4895,1
United States,8/25/2020,very positive,806,5
United States,8/26/2020,negative,51503,2
United States,8/26/2020,neutral,14659,3
United States,8/26/2020,positive,23728,4
United States,8/26/2020,very negative,4817,1
United States,8/26/2020,very positive,764,5
United States,8/27/2020,negative,55058,2
United States,8/27/2020,neutral,14975,3
United States,8/27/2020,positive,22893,4
United States,8/27/2020,very negative,4782,1
United States,8/27/2020,very positive,745,5
United States,8/28/2020,negative,60708,2
United States,8/28/2020,neutral,16317,3
United States,8/28/2020,positive,25071,4
United States,8/28/2020,very negative,4910,1
United States,8/28/2020,very positive,801,5
United States,8/29/2020,negative,49149,2
United States,8/29/2020,neutral,13297,3
United States,8/29/2020,positive,20396,4
United States,8/29/2020,very negative,4654,1
United States,8/29/2020,very positive,695,5
United States,8/30/2020,negative,45429,2
United States,8/30/2020,neutral,9961,3
United States,8/30/2020,positive,13871,4
United States,8/30/2020,very negative,3990,1
United States,8/30/2020,very positive,539,5
United States,8/31/2020,negative,58190,2
United States,8/31/2020,neutral,11597,3
United States,8/31/2020,positive,16736,4
United States,8/31/2020,very negative,4908,1
United States,8/31/2020,very positive,561,5
United States,9/1/2020,negative,66560,2
United States,9/1/2020,neutral,15346,3
United States,9/1/2020,positive,23252,4
United States,9/1/2020,very negative,5439,1
United States,9/1/2020,very positive,739,5
United States,9/2/2020,negative,52469,2
United States,9/2/2020,neutral,13457,3
United States,9/2/2020,positive,19945,4
United States,9/2/2020,very negative,4283,1
United States,9/2/2020,very positive,718,5
United States,9/3/2020,negative,67818,2
United States,9/3/2020,neutral,17660,3
United States,9/3/2020,positive,26374,4
United States,9/3/2020,very negative,5548,1
United States,9/3/2020,very positive,772,5
United States,9/4/2020,negative,62929,2
United States,9/4/2020,neutral,16643,3
United States,9/4/2020,positive,26647,4
United States,9/4/2020,very negative,5524,1
United States,9/4/2020,very positive,865,5
United States,9/5/2020,negative,45087,2
United States,9/5/2020,neutral,12360,3
United States,9/5/2020,positive,19481,4
United States,9/5/2020,very negative,3635,1
United States,9/5/2020,very positive,723,5
United States,9/6/2020,negative,35028,2
United States,9/6/2020,neutral,8928,3
United States,9/6/2020,positive,13252,4
United States,9/6/2020,very negative,3095,1
United States,9/6/2020,very positive,505,5
United States,9/7/2020,negative,36973,2
United States,9/7/2020,neutral,8950,3
United States,9/7/2020,positive,13306,4
United States,9/7/2020,very negative,3130,1
United States,9/7/2020,very positive,573,5
United States,9/8/2020,negative,42392,2
United States,9/8/2020,neutral,11091,3
United States,9/8/2020,positive,17344,4
United States,9/8/2020,very negative,3426,1
United States,9/8/2020,very positive,669,5
United States,9/9/2020,negative,55990,2
United States,9/9/2020,neutral,15922,3
United States,9/9/2020,positive,23624,4
United States,9/9/2020,very negative,4495,1
United States,9/9/2020,very positive,714,5
United States,9/10/2020,negative,89008,2
United States,9/10/2020,neutral,20049,3
United States,9/10/2020,positive,25972,4
United States,9/10/2020,very negative,7301,1
United States,9/10/2020,very positive,671,5
United States,9/11/2020,negative,74445,2
United States,9/11/2020,neutral,17848,3
United States,9/11/2020,positive,25274,4
United States,9/11/2020,very negative,6328,1
United States,9/11/2020,very positive,760,5
United States,9/12/2020,negative,53468,2
United States,9/12/2020,neutral,13473,3
United States,9/12/2020,positive,20180,4
United States,9/12/2020,very negative,4535,1
United States,9/12/2020,very positive,561,5
United States,9/13/2020,negative,47016,2
United States,9/13/2020,neutral,11757,3
United States,9/13/2020,positive,16047,4
United States,9/13/2020,very negative,4032,1
United States,9/13/2020,very positive,509,5
United States,9/14/2020,negative,49769,2
United States,9/14/2020,neutral,12019,3
United States,9/14/2020,positive,17564,4
United States,9/14/2020,very negative,4445,1
United States,9/14/2020,very positive,583,5
United States,9/15/2020,negative,57263,2
United States,9/15/2020,neutral,15271,3
United States,9/15/2020,positive,23598,4
United States,9/15/2020,very negative,4435,1
United States,9/15/2020,very positive,811,5
United States,9/16/2020,negative,59545,2
United States,9/16/2020,neutral,17988,3
United States,9/16/2020,positive,26242,4
United States,9/16/2020,very negative,4528,1
United States,9/16/2020,very positive,728,5
United States,9/17/2020,negative,65082,2
United States,9/17/2020,neutral,18411,3
United States,9/17/2020,positive,26880,4
United States,9/17/2020,very negative,4912,1
United States,9/17/2020,very positive,745,5
United States,9/18/2020,negative,61030,2
United States,9/18/2020,neutral,17378,3
United States,9/18/2020,positive,25893,4
United States,9/18/2020,very negative,4636,1
United States,9/18/2020,very positive,705,5
United States,9/19/2020,negative,45728,2
United States,9/19/2020,neutral,12462,3
United States,9/19/2020,positive,18129,4
United States,9/19/2020,very negative,3646,1
United States,9/19/2020,very positive,634,5
United States,9/20/2020,negative,30089,2
United States,9/20/2020,neutral,7771,3
United States,9/20/2020,positive,11745,4
United States,9/20/2020,very negative,2683,1
United States,9/20/2020,very positive,389,5
United States,9/21/2020,negative,39173,2
United States,9/21/2020,neutral,10344,3
United States,9/21/2020,positive,15966,4
United States,9/21/2020,very negative,3261,1
United States,9/21/2020,very positive,542,5
United States,9/22/2020,negative,57687,2
United States,9/22/2020,neutral,15342,3
United States,9/22/2020,positive,22276,4
United States,9/22/2020,very negative,4730,1
United States,9/22/2020,very positive,602,5
United States,9/23/2020,negative,66310,2
United States,9/23/2020,neutral,17463,3
United States,9/23/2020,positive,25421,4
United States,9/23/2020,very negative,5221,1
United States,9/23/2020,very positive,755,5
United States,9/24/2020,negative,49445,2
United States,9/24/2020,neutral,14481,3
United States,9/24/2020,positive,22828,4
United States,9/24/2020,very negative,3770,1
United States,9/24/2020,very positive,670,5
United States,9/25/2020,negative,48519,2
United States,9/25/2020,neutral,14679,3
United States,9/25/2020,positive,23264,4
United States,9/25/2020,very negative,3662,1
United States,9/25/2020,very positive,672,5
United States,9/26/2020,negative,44260,2
United States,9/26/2020,neutral,12715,3
United States,9/26/2020,positive,19539,4
United States,9/26/2020,very negative,3500,1
United States,9/26/2020,very positive,666,5
United States,9/27/2020,negative,36752,2
United States,9/27/2020,neutral,9578,3
United States,9/27/2020,positive,13980,4
United States,9/27/2020,very negative,3064,1
United States,9/27/2020,very positive,434,5
United States,9/28/2020,negative,34629,2
United States,9/28/2020,neutral,9806,3
United States,9/28/2020,positive,14197,4
United States,9/28/2020,very negative,2773,1
United States,9/28/2020,very positive,371,5
United States,9/29/2020,negative,46095,2
United States,9/29/2020,neutral,14212,3
United States,9/29/2020,positive,21297,4
United States,9/29/2020,very negative,3438,1
United States,9/29/2020,very positive,610,5
United States,9/30/2020,negative,63885,2
United States,9/30/2020,neutral,17080,3
United States,9/30/2020,positive,25416,4
United States,9/30/2020,very negative,5296,1
United States,9/30/2020,very positive,639,5
United States,10/1/2020,negative,44434,2
United States,10/1/2020,neutral,13692,3
United States,10/1/2020,positive,22163,4
United States,10/1/2020,very negative,3372,1
United States,10/1/2020,very positive,697,5
United States,10/2/2020,negative,127968,2
United States,10/2/2020,neutral,40242,3
United States,10/2/2020,positive,60709,4
United States,10/2/2020,very negative,7654,1
United States,10/2/2020,very positive,1443,5
United States,10/3/2020,negative,126203,2
United States,10/3/2020,neutral,35710,3
United States,10/3/2020,positive,47739,4
United States,10/3/2020,very negative,8050,1
United States,10/3/2020,very positive,953,5
United States,10/4/2020,negative,113638,2
United States,10/4/2020,neutral,30791,3
United States,10/4/2020,positive,38485,4
United States,10/4/2020,very negative,7699,1
United States,10/4/2020,very positive,723,5
United States,10/5/2020,negative,124409,2
United States,10/5/2020,neutral,30814,3
United States,10/5/2020,positive,38225,4
United States,10/5/2020,very negative,10125,1
United States,10/5/2020,very positive,783,5
United States,10/6/2020,negative,178905,2
United States,10/6/2020,neutral,46222,3
United States,10/6/2020,positive,55443,4
United States,10/6/2020,very negative,14723,1
United States,10/6/2020,very positive,937,5
United States,10/7/2020,negative,129159,2
United States,10/7/2020,neutral,35627,3
United States,10/7/2020,positive,44411,4
United States,10/7/2020,very negative,9029,1
United States,10/7/2020,very positive,805,5
United States,10/8/2020,negative,127288,2
United States,10/8/2020,neutral,37708,3
United States,10/8/2020,positive,45706,4
United States,10/8/2020,very negative,7386,1
United States,10/8/2020,very positive,783,5
United States,10/9/2020,negative,82658,2
United States,10/9/2020,neutral,25530,3
United States,10/9/2020,positive,32811,4
United States,10/9/2020,very negative,4686,1
United States,10/9/2020,very positive,626,5
United States,10/10/2020,negative,72046,2
United States,10/10/2020,neutral,21409,3
United States,10/10/2020,positive,29642,4
United States,10/10/2020,very negative,4808,1
United States,10/10/2020,very positive,690,5
United States,10/11/2020,negative,54492,2
United States,10/11/2020,neutral,15683,3
United States,10/11/2020,positive,21701,4
United States,10/11/2020,very negative,3793,1
United States,10/11/2020,very positive,492,5
United States,10/12/2020,negative,55303,2
United States,10/12/2020,neutral,16120,3
United States,10/12/2020,positive,22496,4
United States,10/12/2020,very negative,3814,1
United States,10/12/2020,very positive,569,5
United States,10/13/2020,negative,69184,2
United States,10/13/2020,neutral,21069,3
United States,10/13/2020,positive,29963,4
United States,10/13/2020,very negative,4709,1
United States,10/13/2020,very positive,638,5
United States,10/14/2020,negative,58859,2
United States,10/14/2020,neutral,19178,3
United States,10/14/2020,positive,28705,4
United States,10/14/2020,very negative,4040,1
United States,10/14/2020,very positive,664,5
United States,10/15/2020,negative,62634,2
United States,10/15/2020,neutral,20438,3
United States,10/15/2020,positive,30790,4
United States,10/15/2020,very negative,4224,1
United States,10/15/2020,very positive,741,5
United States,10/16/2020,negative,52403,2
United States,10/16/2020,neutral,17385,3
United States,10/16/2020,positive,25362,4
United States,10/16/2020,very negative,3186,1
United States,10/16/2020,very positive,588,5
United States,10/17/2020,negative,47296,2
United States,10/17/2020,neutral,15352,3
United States,10/17/2020,positive,23027,4
United States,10/17/2020,very negative,3148,1
United States,10/17/2020,very positive,582,5
United States,10/18/2020,negative,41925,2
United States,10/18/2020,neutral,12972,3
United States,10/18/2020,positive,18037,4
United States,10/18/2020,very negative,2997,1
United States,10/18/2020,very positive,445,5
United States,10/19/2020,negative,43686,2
United States,10/19/2020,neutral,13238,3
United States,10/19/2020,positive,19164,4
United States,10/19/2020,very negative,3181,1
United States,10/19/2020,very positive,621,5
United States,10/20/2020,negative,56137,2
United States,10/20/2020,neutral,16779,3
United States,10/20/2020,positive,25238,4
United States,10/20/2020,very negative,4257,1
United States,10/20/2020,very positive,824,5
United States,10/21/2020,negative,56358,2
United States,10/21/2020,neutral,16446,3
United States,10/21/2020,positive,24657,4
United States,10/21/2020,very negative,3882,1
United States,10/21/2020,very positive,652,5
United States,10/22/2020,negative,55771,2
United States,10/22/2020,neutral,16982,3
United States,10/22/2020,positive,25278,4
United States,10/22/2020,very negative,3592,1
United States,10/22/2020,very positive,673,5
United States,10/23/2020,negative,64628,2
United States,10/23/2020,neutral,18580,3
United States,10/23/2020,positive,27336,4
United States,10/23/2020,very negative,4709,1
United States,10/23/2020,very positive,660,5
United States,10/24/2020,negative,52176,2
United States,10/24/2020,neutral,15096,3
United States,10/24/2020,positive,22213,4
United States,10/24/2020,very negative,3970,1
United States,10/24/2020,very positive,596,5
United States,10/25/2020,negative,52419,2
United States,10/25/2020,neutral,14163,3
United States,10/25/2020,positive,18208,4
United States,10/25/2020,very negative,4401,1
United States,10/25/2020,very positive,504,5
United States,10/26/2020,negative,58279,2
United States,10/26/2020,neutral,16199,3
United States,10/26/2020,positive,21490,4
United States,10/26/2020,very negative,4403,1
United States,10/26/2020,very positive,448,5
United States,10/27/2020,negative,66678,2
United States,10/27/2020,neutral,20428,3
United States,10/27/2020,positive,28090,4
United States,10/27/2020,very negative,4652,1
United States,10/27/2020,very positive,574,5
United States,10/28/2020,negative,76540,2
United States,10/28/2020,neutral,23126,3
United States,10/28/2020,positive,33879,4
United States,10/28/2020,very negative,6051,1
United States,10/28/2020,very positive,829,5
United States,10/29/2020,negative,66337,2
United States,10/29/2020,neutral,19700,3
United States,10/29/2020,positive,29214,4
United States,10/29/2020,very negative,5052,1
United States,10/29/2020,very positive,787,5
United States,10/30/2020,negative,67330,2
United States,10/30/2020,neutral,19468,3
United States,10/30/2020,positive,29347,4
United States,10/30/2020,very negative,5028,1
United States,10/30/2020,very positive,775,5
United States,10/31/2020,negative,67865,2
United States,10/31/2020,neutral,18234,3
United States,10/31/2020,positive,26866,4
United States,10/31/2020,very negative,5477,1
United States,10/31/2020,very positive,749,5
United States,11/1/2020,negative,55317,2
United States,11/1/2020,neutral,14867,3
United States,11/1/2020,positive,21104,4
United States,11/1/2020,very negative,4438,1
United States,11/1/2020,very positive,691,5
United States,11/2/2020,negative,52552,2
United States,11/2/2020,neutral,13808,3
United States,11/2/2020,positive,19012,4
United States,11/2/2020,very negative,4059,1
United States,11/2/2020,very positive,505,5
United States,11/3/2020,negative,57528,2
United States,11/3/2020,neutral,16548,3
United States,11/3/2020,positive,24132,4
United States,11/3/2020,very negative,4168,1
United States,11/3/2020,very positive,580,5
United States,11/4/2020,negative,47982,2
United States,11/4/2020,neutral,14200,3
United States,11/4/2020,positive,20065,4
United States,11/4/2020,very negative,4066,1
United States,11/4/2020,very positive,489,5
United States,11/5/2020,negative,53345,2
United States,11/5/2020,neutral,15953,3
United States,11/5/2020,positive,21891,4
United States,11/5/2020,very negative,3735,1
United States,11/5/2020,very positive,478,5
United States,11/6/2020,negative,61912,2
United States,11/6/2020,neutral,18427,3
United States,11/6/2020,positive,25259,4
United States,11/6/2020,very negative,4305,1
United States,11/6/2020,very positive,561,5
United States,11/7/2020,negative,64122,2
United States,11/7/2020,neutral,18529,3
United States,11/7/2020,positive,24325,4
United States,11/7/2020,very negative,4780,1
United States,11/7/2020,very positive,638,5
United States,11/8/2020,negative,69215,2
United States,11/8/2020,neutral,20718,3
United States,11/8/2020,positive,30241,4
United States,11/8/2020,very negative,4882,1
United States,11/8/2020,very positive,1166,5
United States,11/9/2020,negative,51431,2
United States,11/9/2020,neutral,16582,3
United States,11/9/2020,positive,27047,4
United States,11/9/2020,very negative,3531,1
United States,11/9/2020,very positive,879,5
United States,11/10/2020,negative,68748,2
United States,11/10/2020,neutral,22600,3
United States,11/10/2020,positive,36410,4
United States,11/10/2020,very negative,4816,1
United States,11/10/2020,very positive,1049,5
United States,11/11/2020,negative,59151,2
United States,11/11/2020,neutral,19056,3
United States,11/11/2020,positive,29357,4
United States,11/11/2020,very negative,4561,1
United States,11/11/2020,very positive,788,5
United States,11/12/2020,negative,72442,2
United States,11/12/2020,neutral,21953,3
United States,11/12/2020,positive,30750,4
United States,11/12/2020,very negative,6061,1
United States,11/12/2020,very positive,735,5
United States,11/13/2020,negative,88037,2
United States,11/13/2020,neutral,26563,3
United States,11/13/2020,positive,37367,4
United States,11/13/2020,very negative,7271,1
United States,11/13/2020,very positive,822,5
United States,11/14/2020,negative,78012,2
United States,11/14/2020,neutral,22438,3
United States,11/14/2020,positive,31036,4
United States,11/14/2020,very negative,6469,1
United States,11/14/2020,very positive,839,5
United States,11/15/2020,negative,60132,2
United States,11/15/2020,neutral,17171,3
United States,11/15/2020,positive,22971,4
United States,11/15/2020,very negative,5767,1
United States,11/15/2020,very positive,589,5
United States,11/16/2020,negative,67925,2
United States,11/16/2020,neutral,19209,3
United States,11/16/2020,positive,28336,4
United States,11/16/2020,very negative,6201,1
United States,11/16/2020,very positive,757,5
United States,11/17/2020,negative,82304,2
United States,11/17/2020,neutral,23491,3
United States,11/17/2020,positive,35541,4
United States,11/17/2020,very negative,7358,1
United States,11/17/2020,very positive,969,5
United States,11/18/2020,negative,82609,2
United States,11/18/2020,neutral,25490,3
United States,11/18/2020,positive,41596,4
United States,11/18/2020,very negative,7037,1
United States,11/18/2020,very positive,1383,5
United States,11/19/2020,negative,92225,2
United States,11/19/2020,neutral,25957,3
United States,11/19/2020,positive,39099,4
United States,11/19/2020,very negative,8174,1
United States,11/19/2020,very positive,1037,5
United States,11/20/2020,negative,83816,2
United States,11/20/2020,neutral,25467,3
United States,11/20/2020,positive,37298,4
United States,11/20/2020,very negative,6916,1
United States,11/20/2020,very positive,1084,5
United States,11/21/2020,negative,76079,2
United States,11/21/2020,neutral,23906,3
United States,11/21/2020,positive,37284,4
United States,11/21/2020,very negative,6040,1
United States,11/21/2020,very positive,1034,5
United States,11/22/2020,negative,59506,2
United States,11/22/2020,neutral,17614,3
United States,11/22/2020,positive,24983,4
United States,11/22/2020,very negative,5032,1
United States,11/22/2020,very positive,713,5
United States,11/23/2020,negative,57330,2
United States,11/23/2020,neutral,16890,3
United States,11/23/2020,positive,27096,4
United States,11/23/2020,very negative,5375,1
United States,11/23/2020,very positive,839,5
United States,11/24/2020,negative,64901,2
United States,11/24/2020,neutral,21547,3
United States,11/24/2020,positive,34378,4
United States,11/24/2020,very negative,5263,1
United States,11/24/2020,very positive,1017,5
United States,11/25/2020,negative,64386,2
United States,11/25/2020,neutral,20477,3
