location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Indonesia,IDN,4/2/2021,12292491,8424729,3867762,4.49,3.08,1.41
Indonesia,IDN,4/20/2021,17275001,11116253,6158748,6.32,4.06,2.25
Indonesia,IDN,4/21/2021,17644225,11302294,6341931,6.45,4.13,2.32
Indonesia,IDN,4/22/2021,17920908,11432711,6488197,6.55,4.18,2.37
Indonesia,IDN,4/23/2021,18322578,11623251,6699327,6.7,4.25,2.45
Indonesia,IDN,4/3/2021,\N,\N,\N,,,
Indonesia,IDN,4/4/2021,12649124,8634321,4014803,4.62,3.16,1.47
Indonesia,IDN,4/5/2021,\N,\N,\N,,,
Indonesia,IDN,4/6/2021,13452610,9021106,4431504,4.92,3.3,1.62
Indonesia,IDN,4/7/2021,\N,\N,\N,,,
Indonesia,IDN,4/8/2021,14071485,9374089,4697396,5.14,3.43,1.72
Indonesia,IDN,4/9/2021,\N,\N,\N,,,
Iran,IRN,2/10/2021,\N,\N,\N,,,
Iran,IRN,2/11/2021,\N,\N,\N,,,
Iran,IRN,2/12/2021,\N,\N,\N,,,
Iran,IRN,2/13/2021,\N,\N,\N,,,
Iran,IRN,2/14/2021,\N,\N,\N,,,
Iran,IRN,2/15/2021,\N,\N,\N,,,
Iran,IRN,2/16/2021,\N,\N,\N,,,
Iran,IRN,2/17/2021,10000,10000,\N,0.01,0.01,
Iran,IRN,2/18/2021,\N,\N,\N,,,
Iran,IRN,2/19/2021,\N,\N,\N,,,
Iran,IRN,2/20/2021,\N,\N,\N,,,
Iran,IRN,2/21/2021,\N,\N,\N,,,
Iran,IRN,2/22/2021,\N,\N,\N,,,
Iran,IRN,2/23/2021,\N,\N,\N,,,
Iran,IRN,2/24/2021,\N,\N,\N,,,
Iran,IRN,2/25/2021,\N,\N,\N,,,
Iran,IRN,2/26/2021,\N,\N,\N,,,
Iran,IRN,2/27/2021,\N,\N,\N,,,
Iran,IRN,2/28/2021,\N,\N,\N,,,
Iran,IRN,2/8/2021,0,0,\N,0,0,
Iran,IRN,2/9/2021,3000,3000,\N,0,0,
Iran,IRN,3/1/2021,\N,\N,\N,,,
Iran,IRN,3/10/2021,\N,\N,\N,,,
Iran,IRN,3/11/2021,\N,\N,\N,,,
Iran,IRN,3/12/2021,\N,\N,\N,,,
Iran,IRN,3/13/2021,\N,\N,\N,,,
Iran,IRN,3/14/2021,\N,\N,\N,,,
Iran,IRN,3/15/2021,\N,\N,\N,,,
Iran,IRN,3/16/2021,\N,\N,\N,,,
Iran,IRN,3/17/2021,\N,\N,\N,,,
Iran,IRN,3/18/2021,\N,\N,\N,,,
Iran,IRN,3/19/2021,124193,124193,\N,0.15,0.15,
Iran,IRN,3/2/2021,\N,\N,\N,,,
Iran,IRN,3/20/2021,\N,\N,\N,,,
Iran,IRN,3/21/2021,\N,\N,\N,,,
Iran,IRN,3/22/2021,\N,\N,\N,,,
Iran,IRN,3/23/2021,\N,\N,\N,,,
Iran,IRN,3/24/2021,\N,\N,\N,,,
Iran,IRN,3/25/2021,\N,\N,\N,,,
Iran,IRN,3/26/2021,\N,\N,\N,,,
Iran,IRN,3/27/2021,319890,\N,\N,0.38,,
Iran,IRN,3/28/2021,\N,\N,\N,,,
Iran,IRN,3/29/2021,\N,\N,\N,,,
Iran,IRN,3/3/2021,\N,\N,\N,,,
Iran,IRN,3/30/2021,\N,\N,\N,,,
Iran,IRN,3/31/2021,\N,\N,\N,,,
Iran,IRN,3/4/2021,\N,\N,\N,,,
Iran,IRN,3/5/2021,\N,\N,\N,,,
Iran,IRN,3/6/2021,\N,\N,\N,,,
Iran,IRN,3/7/2021,\N,\N,\N,,,
Iran,IRN,3/8/2021,\N,\N,\N,,,
Iran,IRN,3/9/2021,\N,\N,\N,,,
Iran,IRN,4/1/2021,\N,\N,\N,,,
Iran,IRN,4/10/2021,\N,\N,\N,,,
Iran,IRN,4/11/2021,\N,\N,\N,,,
Iran,IRN,4/12/2021,\N,\N,\N,,,
Iran,IRN,4/13/2021,\N,\N,\N,,,
Iran,IRN,4/14/2021,462642,361951,100691,0.55,0.43,0.12
Iran,IRN,4/15/2021,\N,\N,\N,,,
Iran,IRN,4/16/2021,\N,\N,\N,,,
Iran,IRN,4/17/2021,\N,\N,\N,,,
Iran,IRN,4/18/2021,\N,\N,\N,,,
Iran,IRN,4/19/2021,550131,416084,134047,0.65,0.5,0.16
Iran,IRN,4/2/2021,\N,\N,\N,,,
Iran,IRN,4/20/2021,621822,480646,141176,0.74,0.57,0.17
Iran,IRN,4/21/2021,\N,\N,\N,,,
Iran,IRN,4/22/2021,667202,518904,148298,0.79,0.62,0.18
Iran,IRN,4/3/2021,\N,\N,\N,,,
Iran,IRN,4/4/2021,\N,\N,\N,,,
Iran,IRN,4/5/2021,\N,\N,\N,,,
Iran,IRN,4/6/2021,\N,\N,\N,,,
Iran,IRN,4/7/2021,\N,\N,\N,,,
Iran,IRN,4/8/2021,\N,\N,\N,,,
Iran,IRN,4/9/2021,\N,\N,\N,,,
Iraq,IRQ,3/1/2021,0,0,\N,0,0,
Iraq,IRQ,3/10/2021,\N,\N,\N,,,
Iraq,IRQ,3/11/2021,\N,\N,\N,,,
Iraq,IRQ,3/12/2021,\N,\N,\N,,,
Iraq,IRQ,3/13/2021,\N,\N,\N,,,
Iraq,IRQ,3/14/2021,\N,\N,\N,,,
Iraq,IRQ,3/15/2021,\N,\N,\N,,,
Iraq,IRQ,3/16/2021,\N,\N,\N,,,
Iraq,IRQ,3/17/2021,\N,\N,\N,,,
Iraq,IRQ,3/18/2021,\N,\N,\N,,,
Iraq,IRQ,3/19/2021,\N,\N,\N,,,
Iraq,IRQ,3/2/2021,\N,\N,\N,,,
Iraq,IRQ,3/20/2021,\N,\N,\N,,,
Iraq,IRQ,3/21/2021,\N,\N,\N,,,
Iraq,IRQ,3/22/2021,\N,\N,\N,,,
Iraq,IRQ,3/23/2021,\N,\N,\N,,,
Iraq,IRQ,3/24/2021,\N,\N,\N,,,
Iraq,IRQ,3/25/2021,\N,\N,\N,,,
Iraq,IRQ,3/26/2021,\N,\N,\N,,,
Iraq,IRQ,3/27/2021,\N,\N,\N,,,
Iraq,IRQ,3/28/2021,\N,\N,\N,,,
Iraq,IRQ,3/29/2021,26727,26727,\N,0.07,0.07,
Iraq,IRQ,3/3/2021,\N,\N,\N,,,
Iraq,IRQ,3/30/2021,\N,\N,\N,,,
Iraq,IRQ,3/31/2021,\N,\N,\N,,,
Iraq,IRQ,3/4/2021,\N,\N,\N,,,
Iraq,IRQ,3/5/2021,\N,\N,\N,,,
Iraq,IRQ,3/6/2021,\N,\N,\N,,,
Iraq,IRQ,3/7/2021,\N,\N,\N,,,
Iraq,IRQ,3/8/2021,\N,\N,\N,,,
Iraq,IRQ,3/9/2021,\N,\N,\N,,,
Iraq,IRQ,4/1/2021,\N,\N,\N,,,
Iraq,IRQ,4/10/2021,\N,\N,\N,,,
Iraq,IRQ,4/11/2021,\N,\N,\N,,,
Iraq,IRQ,4/12/2021,152962,152962,\N,0.38,0.38,
Iraq,IRQ,4/13/2021,\N,\N,\N,,,
Iraq,IRQ,4/14/2021,\N,\N,\N,,,
Iraq,IRQ,4/15/2021,\N,\N,\N,,,
Iraq,IRQ,4/16/2021,197914,197914,\N,0.49,0.49,
Iraq,IRQ,4/17/2021,\N,\N,\N,,,
Iraq,IRQ,4/18/2021,\N,\N,\N,,,
Iraq,IRQ,4/19/2021,\N,\N,\N,,,
Iraq,IRQ,4/2/2021,\N,\N,\N,,,
Iraq,IRQ,4/20/2021,\N,\N,\N,,,
Iraq,IRQ,4/21/2021,\N,\N,\N,,,
Iraq,IRQ,4/22/2021,\N,\N,\N,,,
Iraq,IRQ,4/23/2021,298377,298377,\N,0.74,0.74,
Iraq,IRQ,4/3/2021,\N,\N,\N,,,
Iraq,IRQ,4/4/2021,93021,93021,\N,0.23,0.23,
Iraq,IRQ,4/5/2021,103006,103006,\N,0.26,0.26,
Iraq,IRQ,4/6/2021,\N,\N,\N,,,
Iraq,IRQ,4/7/2021,\N,\N,\N,,,
Iraq,IRQ,4/8/2021,\N,\N,\N,,,
Iraq,IRQ,4/9/2021,\N,\N,\N,,,
Ireland,IRL,1/1/2021,\N,\N,\N,,,
Ireland,IRL,1/10/2021,40000,\N,\N,0.81,,
Ireland,IRL,1/11/2021,\N,\N,\N,,,
Ireland,IRL,1/12/2021,\N,\N,\N,,,
Ireland,IRL,1/13/2021,77303,\N,\N,1.57,,
Ireland,IRL,1/14/2021,\N,\N,\N,,,
Ireland,IRL,1/15/2021,\N,\N,\N,,,
Ireland,IRL,1/16/2021,\N,\N,\N,,,
Ireland,IRL,1/17/2021,94000,\N,\N,1.9,,
Ireland,IRL,1/18/2021,\N,\N,\N,,,
Ireland,IRL,1/19/2021,\N,\N,\N,,,
Ireland,IRL,1/2/2021,\N,\N,\N,,,
Ireland,IRL,1/20/2021,121900,\N,\N,2.47,,
Ireland,IRL,1/21/2021,\N,\N,\N,,,
Ireland,IRL,1/22/2021,\N,\N,\N,,,
Ireland,IRL,1/23/2021,\N,\N,\N,,,
Ireland,IRL,1/24/2021,143000,\N,\N,2.9,,
Ireland,IRL,1/25/2021,\N,\N,\N,,,
Ireland,IRL,1/26/2021,\N,\N,\N,,,
Ireland,IRL,1/27/2021,161500,147700,13800,3.27,2.99,0.28
Ireland,IRL,1/28/2021,\N,\N,\N,,,
Ireland,IRL,1/29/2021,\N,\N,\N,,,
Ireland,IRL,1/3/2021,\N,\N,\N,,,
Ireland,IRL,1/30/2021,\N,\N,\N,,,
Ireland,IRL,1/31/2021,199800,150500,49300,4.05,3.05,1
Ireland,IRL,1/4/2021,4000,\N,\N,0.08,,
Ireland,IRL,1/5/2021,\N,\N,\N,,,
Ireland,IRL,1/6/2021,\N,\N,\N,,,
Ireland,IRL,1/7/2021,15314,\N,\N,0.31,,
Ireland,IRL,1/8/2021,\N,\N,\N,,,
Ireland,IRL,1/9/2021,\N,\N,\N,,,
Ireland,IRL,12/31/2020,1800,\N,\N,0.04,,
Ireland,IRL,2/1/2021,\N,\N,\N,,,
Ireland,IRL,2/10/2021,256681,166863,89818,5.2,3.38,1.82
Ireland,IRL,2/11/2021,261073,171239,89834,5.29,3.47,1.82
Ireland,IRL,2/12/2021,265237,175238,89999,5.37,3.55,1.82
Ireland,IRL,2/13/2021,268551,176926,91625,5.44,3.58,1.86
Ireland,IRL,2/14/2021,271942,180192,91750,5.51,3.65,1.86
Ireland,IRL,2/15/2021,280581,182193,98388,5.68,3.69,1.99
Ireland,IRL,2/16/2021,293752,187893,105859,5.95,3.81,2.14
Ireland,IRL,2/17/2021,310900,197609,113291,6.3,4,2.29
Ireland,IRL,2/18/2021,326475,205955,120520,6.61,4.17,2.44
Ireland,IRL,2/19/2021,340704,214384,126320,6.9,4.34,2.56
Ireland,IRL,2/2/2021,\N,\N,\N,,,
Ireland,IRL,2/20/2021,350322,219899,130423,7.09,4.45,2.64
Ireland,IRL,2/21/2021,353971,222073,131898,7.17,4.5,2.67
Ireland,IRL,2/22/2021,359616,226291,133325,7.28,4.58,2.7
Ireland,IRL,2/23/2021,373280,238841,134439,7.56,4.84,2.72
Ireland,IRL,2/24/2021,391355,254948,136407,7.93,5.16,2.76
Ireland,IRL,2/25/2021,409529,271594,137935,8.29,5.5,2.79
Ireland,IRL,2/26/2021,426070,285780,140290,8.63,5.79,2.84
Ireland,IRL,2/27/2021,435895,294550,141345,8.83,5.97,2.86
Ireland,IRL,2/28/2021,439782,297899,141883,8.91,6.03,2.87
Ireland,IRL,2/3/2021,\N,\N,\N,,,
Ireland,IRL,2/4/2021,\N,\N,\N,,,
Ireland,IRL,2/5/2021,230766,151212,79554,4.67,3.06,1.61
Ireland,IRL,2/6/2021,\N,\N,\N,,,
Ireland,IRL,2/7/2021,240487,153654,86833,4.87,3.11,1.76
Ireland,IRL,2/8/2021,243353,154900,88453,4.93,3.14,1.79
Ireland,IRL,2/9/2021,248284,158904,89380,5.03,3.22,1.81
Ireland,IRL,3/1/2021,446474,303550,142924,9.04,6.15,2.89
Ireland,IRL,3/10/2021,570391,409662,160729,11.55,8.3,3.26
Ireland,IRL,3/11/2021,589512,426819,162693,11.94,8.64,3.29
Ireland,IRL,3/12/2021,606904,443092,163812,12.29,8.97,3.32
Ireland,IRL,3/13/2021,615934,451589,164345,12.47,9.15,3.33
Ireland,IRL,3/14/2021,617050,452554,164496,12.5,9.17,3.33
Ireland,IRL,3/15/2021,620580,455182,165398,12.57,9.22,3.35
Ireland,IRL,3/16/2021,632359,463500,168859,12.81,9.39,3.42
Ireland,IRL,3/17/2021,639586,468328,171258,12.95,9.48,3.47
Ireland,IRL,3/18/2021,654251,478725,175526,13.25,9.7,3.55
Ireland,IRL,3/19/2021,668529,487466,181063,13.54,9.87,3.67
Ireland,IRL,3/2/2021,460637,316056,144581,9.33,6.4,2.93
Ireland,IRL,3/20/2021,675946,492106,183840,13.69,9.97,3.72
Ireland,IRL,3/21/2021,680015,495824,184191,13.77,10.04,3.73
Ireland,IRL,3/22/2021,690449,503796,186653,13.98,10.2,3.78
Ireland,IRL,3/23/2021,709348,515800,193548,14.37,10.45,3.92
Ireland,IRL,3/24/2021,732678,529984,202694,14.84,10.73,4.1
Ireland,IRL,3/25/2021,760168,548945,211223,15.39,11.12,4.28
Ireland,IRL,3/26/2021,786569,567023,219546,15.93,11.48,4.45
Ireland,IRL,3/27/2021,802502,577641,224861,16.25,11.7,4.55
Ireland,IRL,3/28/2021,806541,580857,225684,16.33,11.76,4.57
Ireland,IRL,3/29/2021,819676,590688,228988,16.6,11.96,4.64
Ireland,IRL,3/3/2021,\N,\N,\N,,,
Ireland,IRL,3/30/2021,840561,603802,236759,17.02,12.23,4.79
Ireland,IRL,3/31/2021,865460,619003,246457,17.53,12.54,4.99
Ireland,IRL,3/4/2021,493873,346256,147617,10,7.01,2.99
Ireland,IRL,3/5/2021,513322,363601,149721,10.4,7.36,3.03
Ireland,IRL,3/6/2021,523069,373149,149920,10.59,7.56,3.04
Ireland,IRL,3/7/2021,525768,375521,150247,10.65,7.61,3.04
Ireland,IRL,3/8/2021,536617,382528,154089,10.87,7.75,3.12
Ireland,IRL,3/9/2021,553161,396089,157072,11.2,8.02,3.18
Ireland,IRL,4/1/2021,893375,636963,256412,18.09,12.9,5.19
Ireland,IRL,4/10/2021,\N,\N,\N,,,
Ireland,IRL,4/11/2021,1063666,749450,314216,21.54,15.18,6.36
Ireland,IRL,4/12/2021,1076216,758763,317453,21.8,15.37,6.43
Ireland,IRL,4/13/2021,1094964,769721,325243,22.18,15.59,6.59
Ireland,IRL,4/14/2021,1121003,789526,331477,22.7,15.99,6.71
Ireland,IRL,4/15/2021,\N,\N,\N,,,
Ireland,IRL,4/16/2021,1188354,838644,349710,24.07,16.98,7.08
Ireland,IRL,4/17/2021,1204063,852189,351874,24.38,17.26,7.13
Ireland,IRL,4/18/2021,1208459,855512,352947,24.47,17.33,7.15
Ireland,IRL,4/19/2021,\N,\N,\N,,,
Ireland,IRL,4/2/2021,923878,655292,268586,18.71,13.27,5.44
Ireland,IRL,4/20/2021,1240965,878823,362142,25.13,17.8,7.33
Ireland,IRL,4/21/2021,1275828,904774,371054,25.84,18.32,7.51
Ireland,IRL,4/22/2021,1317165,934980,382185,26.68,18.94,7.74
Ireland,IRL,4/3/2021,932324,660800,271524,18.88,13.38,5.5
Ireland,IRL,4/4/2021,\N,\N,\N,,,
Ireland,IRL,4/5/2021,940883,667182,273701,19.05,13.51,5.54
Ireland,IRL,4/6/2021,961887,679844,282043,19.48,13.77,5.71
Ireland,IRL,4/7/2021,1018264,716636,301628,20.62,14.51,6.11
Ireland,IRL,4/8/2021,\N,\N,\N,,,
Ireland,IRL,4/9/2021,1045919,735997,309922,21.18,14.91,6.28
Isle of Man,IMN,1/21/2021,3558,\N,\N,4.18,,
Isle of Man,IMN,1/22/2021,3648,\N,\N,4.29,,
Isle of Man,IMN,1/23/2021,\N,\N,\N,,,
Isle of Man,IMN,1/24/2021,\N,\N,\N,,,
Isle of Man,IMN,1/25/2021,4209,3897,312,4.95,4.58,0.37
Isle of Man,IMN,1/26/2021,4886,4247,639,5.75,4.99,0.75
Isle of Man,IMN,1/27/2021,\N,\N,\N,,,
Isle of Man,IMN,1/28/2021,\N,\N,\N,,,
Isle of Man,IMN,1/29/2021,6859,5829,1030,8.07,6.86,1.21
Isle of Man,IMN,1/30/2021,\N,\N,\N,,,
Isle of Man,IMN,1/31/2021,\N,\N,\N,,,
Isle of Man,IMN,2/1/2021,\N,\N,\N,,,
Isle of Man,IMN,2/10/2021,12441,9485,2956,14.63,11.15,3.48
Isle of Man,IMN,2/11/2021,\N,\N,\N,,,
Isle of Man,IMN,2/12/2021,\N,\N,\N,,,
Isle of Man,IMN,2/13/2021,13497,10170,3327,15.87,11.96,3.91
Isle of Man,IMN,2/14/2021,13733,10405,3328,16.15,12.24,3.91
Isle of Man,IMN,2/15/2021,\N,\N,\N,,,
Isle of Man,IMN,2/16/2021,14272,10678,3594,16.78,12.56,4.23
Isle of Man,IMN,2/17/2021,14806,10949,3857,17.41,12.88,4.54
Isle of Man,IMN,2/18/2021,15294,11184,4110,17.99,13.15,4.83
Isle of Man,IMN,2/19/2021,17150,12467,4683,20.17,14.66,5.51
Isle of Man,IMN,2/2/2021,8302,6883,1419,9.76,8.09,1.67
Isle of Man,IMN,2/20/2021,17180,12468,4712,20.2,14.66,5.54
Isle of Man,IMN,2/21/2021,\N,\N,\N,,,
Isle of Man,IMN,2/22/2021,17807,13075,4732,20.94,15.38,5.56
Isle of Man,IMN,2/23/2021,18041,13077,4964,21.22,15.38,5.84
Isle of Man,IMN,2/24/2021,18323,13122,5201,21.55,15.43,6.12
Isle of Man,IMN,2/25/2021,18795,13286,5509,22.1,15.62,6.48
Isle of Man,IMN,2/26/2021,19884,13600,6284,23.38,15.99,7.39
Isle of Man,IMN,2/27/2021,20831,13883,6948,24.5,16.33,8.17
Isle of Man,IMN,2/28/2021,21452,14123,7329,25.23,16.61,8.62
Isle of Man,IMN,2/3/2021,9563,7387,2176,11.25,8.69,2.56
Isle of Man,IMN,2/4/2021,10213,8030,2183,12.01,9.44,2.57
Isle of Man,IMN,2/5/2021,10224,8041,2183,12.02,9.46,2.57
Isle of Man,IMN,2/6/2021,10852,8669,2183,12.76,10.19,2.57
Isle of Man,IMN,2/7/2021,11247,9063,2184,13.23,10.66,2.57
Isle of Man,IMN,2/8/2021,11654,9466,2188,13.71,11.13,2.57
Isle of Man,IMN,2/9/2021,12026,9469,2557,14.14,11.14,3.01
Isle of Man,IMN,3/1/2021,21998,14316,7682,25.87,16.84,9.03
Isle of Man,IMN,3/10/2021,27326,18043,9283,32.14,21.22,10.92
Isle of Man,IMN,3/11/2021,28431,19138,9293,33.44,22.51,10.93
Isle of Man,IMN,3/12/2021,29794,19885,9909,35.04,23.39,11.65
Isle of Man,IMN,3/13/2021,31026,19926,11100,36.49,23.43,13.05
Isle of Man,IMN,3/14/2021,32027,20690,11337,37.66,24.33,13.33
Isle of Man,IMN,3/15/2021,32742,21405,11337,38.51,25.17,13.33
Isle of Man,IMN,3/16/2021,33335,21995,11340,39.2,25.87,13.34
Isle of Man,IMN,3/17/2021,\N,\N,\N,,,
Isle of Man,IMN,3/18/2021,33336,21996,11340,39.2,25.87,13.34
Isle of Man,IMN,3/19/2021,\N,\N,\N,,,
Isle of Man,IMN,3/2/2021,22785,15084,7701,26.8,17.74,9.06
Isle of Man,IMN,3/20/2021,\N,\N,\N,,,
Isle of Man,IMN,3/21/2021,\N,\N,\N,,,
Isle of Man,IMN,3/22/2021,\N,\N,\N,,,
Isle of Man,IMN,3/23/2021,\N,\N,\N,,,
Isle of Man,IMN,3/24/2021,\N,\N,\N,,,
Isle of Man,IMN,3/25/2021,\N,\N,\N,,,
Isle of Man,IMN,3/26/2021,\N,\N,\N,,,
Isle of Man,IMN,3/27/2021,47294,32286,15008,55.62,37.97,17.65
Isle of Man,IMN,3/28/2021,\N,\N,\N,,,
Isle of Man,IMN,3/29/2021,\N,\N,\N,,,
Isle of Man,IMN,3/3/2021,23429,15719,7710,27.55,18.49,9.07
Isle of Man,IMN,3/30/2021,49787,34480,15307,58.55,40.55,18
Isle of Man,IMN,3/31/2021,50426,35115,15311,59.3,41.3,18.01
Isle of Man,IMN,3/4/2021,23438,15727,7711,27.56,18.5,9.07
Isle of Man,IMN,3/5/2021,23883,15792,8091,28.09,18.57,9.52
Isle of Man,IMN,3/6/2021,24309,15824,8485,28.59,18.61,9.98
Isle of Man,IMN,3/7/2021,24798,15832,8966,29.16,18.62,10.54
Isle of Man,IMN,3/8/2021,25086,15833,9253,29.5,18.62,10.88
Isle of Man,IMN,3/9/2021,26172,16910,9262,30.78,19.89,10.89
Isle of Man,IMN,4/1/2021,51602,36290,15312,60.69,42.68,18.01
Isle of Man,IMN,4/10/2021,60889,45462,15427,71.61,53.46,18.14
Isle of Man,IMN,4/11/2021,61296,45855,15441,72.09,53.93,18.16
Isle of Man,IMN,4/12/2021,61699,46245,15454,72.56,54.39,18.17
Isle of Man,IMN,4/13/2021,62899,47438,15461,73.97,55.79,18.18
Isle of Man,IMN,4/14/2021,63488,48021,15467,74.66,56.47,18.19
Isle of Man,IMN,4/15/2021,63674,48205,15469,74.88,56.69,18.19
Isle of Man,IMN,4/16/2021,64099,48625,15474,75.38,57.18,18.2
Isle of Man,IMN,4/17/2021,64481,49004,15477,75.83,57.63,18.2
Isle of Man,IMN,4/18/2021,65085,49608,15477,76.54,58.34,18.2
Isle of Man,IMN,4/19/2021,65675,50191,15484,77.24,59.03,18.21
Isle of Man,IMN,4/2/2021,52831,37491,15340,62.13,44.09,18.04
Isle of Man,IMN,4/20/2021,66414,50923,15491,78.1,59.89,18.22
Isle of Man,IMN,4/21/2021,67082,51585,15497,78.89,60.67,18.22
Isle of Man,IMN,4/22/2021,67915,52407,15508,79.87,61.63,18.24
Isle of Man,IMN,4/23/2021,68442,52864,15578,80.49,62.17,18.32
Isle of Man,IMN,4/24/2021,69648,53991,15657,81.91,63.49,18.41
Isle of Man,IMN,4/3/2021,54075,38727,15348,63.59,45.54,18.05
Isle of Man,IMN,4/4/2021,54480,39132,15348,64.07,46.02,18.05
Isle of Man,IMN,4/5/2021,54923,39575,15348,64.59,46.54,18.05
Isle of Man,IMN,4/6/2021,56040,40692,15348,65.9,47.85,18.05
Isle of Man,IMN,4/7/2021,57234,41846,15388,67.31,49.21,18.1
Isle of Man,IMN,4/8/2021,58497,43094,15403,68.79,50.68,18.11
Isle of Man,IMN,4/9/2021,59758,44343,15415,70.28,52.15,18.13
Israel,ISR,1/1/2021,1060784,1060784,\N,12.26,12.26,
Israel,ISR,1/10/2021,1930791,1924773,6018,22.31,22.24,0.07
Israel,ISR,1/11/2021,1971010,1945757,25253,22.77,22.48,0.29
Israel,ISR,1/12/2021,2030479,1969596,60883,23.46,22.76,0.7
Israel,ISR,1/13/2021,2139118,2021436,117682,24.71,23.35,1.36
Israel,ISR,1/14/2021,2264078,2077664,186414,26.16,24,2.15
Israel,ISR,1/15/2021,2330510,2108227,222283,26.93,24.36,2.57
Israel,ISR,1/16/2021,2385799,2137552,248247,27.56,24.7,2.87
Israel,ISR,1/17/2021,2538440,2205779,332661,29.33,25.48,3.84
Israel,ISR,1/18/2021,2728125,2275279,452846,31.52,26.29,5.23
Israel,ISR,1/19/2021,2938183,2347853,590330,33.95,27.13,6.82
Israel,ISR,1/2/2021,1132346,1132346,\N,13.08,13.08,
Israel,ISR,1/20/2021,3158056,2424371,733685,36.49,28.01,8.48
Israel,ISR,1/21/2021,3391529,2493947,897582,39.18,28.81,10.37
Israel,ISR,1/22/2021,3500131,2531649,968482,40.44,29.25,11.19
Israel,ISR,1/23/2021,3593432,2571488,1021944,41.52,29.71,11.81
Israel,ISR,1/24/2021,3802647,2640405,1162242,43.93,30.51,13.43
Israel,ISR,1/25/2021,4022507,2721125,1301382,46.47,31.44,15.04
Israel,ISR,1/26/2021,4226989,2799599,1427390,48.84,32.34,16.49
Israel,ISR,1/27/2021,4429347,2877278,1552069,51.17,33.24,17.93
Israel,ISR,1/28/2021,4638993,2956669,1682324,53.6,34.16,19.44
Israel,ISR,1/29/2021,4740107,2993188,1746919,54.76,34.58,20.18
Israel,ISR,1/3/2021,1281628,1281628,\N,14.81,14.81,
Israel,ISR,1/30/2021,4817038,3027464,1789574,55.65,34.98,20.68
Israel,ISR,1/31/2021,4949510,3100618,1848892,57.18,35.82,21.36
Israel,ISR,1/4/2021,1433354,1433352,2,16.56,16.56,0
Israel,ISR,1/5/2021,1558071,1558069,2,18,18,0
Israel,ISR,1/6/2021,1660998,1660996,2,19.19,19.19,0
Israel,ISR,1/7/2021,1776658,1776653,5,20.53,20.53,0
Israel,ISR,1/8/2021,1842877,1842869,8,21.29,21.29,0
Israel,ISR,1/9/2021,1887315,1887285,30,21.8,21.8,0
Israel,ISR,12/19/2020,61,61,\N,0,0,
Israel,ISR,12/20/2020,7435,7435,\N,0.09,0.09,
Israel,ISR,12/21/2020,32316,32316,\N,0.37,0.37,
Israel,ISR,12/22/2020,76933,76933,\N,0.89,0.89,
Israel,ISR,12/23/2020,139758,139758,\N,1.61,1.61,
Israel,ISR,12/24/2020,213065,213065,\N,2.46,2.46,
Israel,ISR,12/25/2020,251506,251506,\N,2.91,2.91,
Israel,ISR,12/26/2020,284061,284061,\N,3.28,3.28,
Israel,ISR,12/27/2020,388367,388367,\N,4.49,4.49,
Israel,ISR,12/28/2020,523102,523102,\N,6.04,6.04,
Israel,ISR,12/29/2020,678950,678950,\N,7.84,7.84,
Israel,ISR,12/30/2020,831564,831564,\N,9.61,9.61,
Israel,ISR,12/31/2020,989605,989605,\N,11.43,11.43,
Israel,ISR,2/1/2021,5066953,3182861,1884092,58.54,36.77,21.77
Israel,ISR,2/10/2021,6037016,3689214,2347802,69.75,42.62,27.12
Israel,ISR,2/11/2021,6189399,3770087,2419312,71.51,43.56,27.95
Israel,ISR,2/12/2021,6265721,3809010,2456711,72.39,44.01,28.38
Israel,ISR,2/13/2021,6323441,3836393,2487048,73.06,44.32,28.73
Israel,ISR,2/14/2021,6466978,3911094,2555884,74.71,45.19,29.53
Israel,ISR,2/15/2021,6623762,3992408,2631354,76.53,46.13,30.4
Israel,ISR,2/16/2021,6785079,4075715,2709364,78.39,47.09,31.3
Israel,ISR,2/17/2021,6922176,4137503,2784673,79.97,47.8,32.17
Israel,ISR,2/18/2021,7070606,4206469,2864137,81.69,48.6,33.09
Israel,ISR,2/19/2021,7148144,4246027,2902117,82.58,49.06,33.53
Israel,ISR,2/2/2021,5167706,3252704,1915002,59.7,37.58,22.12
Israel,ISR,2/20/2021,7208361,4277610,2930751,83.28,49.42,33.86
Israel,ISR,2/21/2021,7365975,4356915,3009060,85.1,50.34,34.76
Israel,ISR,2/22/2021,7531154,4441783,3089371,87.01,51.32,35.69
Israel,ISR,2/23/2021,7678527,4518968,3159559,88.71,52.21,36.5
Israel,ISR,2/24/2021,7802210,4579831,3222379,90.14,52.91,37.23
Israel,ISR,2/25/2021,7918222,4631323,3286899,91.48,53.51,37.97
Israel,ISR,2/26/2021,7975889,4657117,3318772,92.15,53.81,38.34
Israel,ISR,2/27/2021,8015263,4675374,3339889,92.6,54.02,38.59
Israel,ISR,2/28/2021,8111257,4715694,3395563,93.71,54.48,39.23
Israel,ISR,2/3/2021,5279006,3312756,1966250,60.99,38.27,22.72
Israel,ISR,2/4/2021,5409270,3385124,2024146,62.49,39.11,23.39
Israel,ISR,2/5/2021,5471681,3418889,2052792,63.22,39.5,23.72
