location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Afghanistan,AFG,2/22/2021,0,0,\N,0,0,
Afghanistan,AFG,2/23/2021,\N,\N,\N,,,
Afghanistan,AFG,2/24/2021,\N,\N,\N,,,
Afghanistan,AFG,2/25/2021,\N,\N,\N,,,
Afghanistan,AFG,2/26/2021,\N,\N,\N,,,
Afghanistan,AFG,2/27/2021,\N,\N,\N,,,
Afghanistan,AFG,2/28/2021,8200,8200,\N,0.02,0.02,
Afghanistan,AFG,3/1/2021,\N,\N,\N,,,
Afghanistan,AFG,3/10/2021,\N,\N,\N,,,
Afghanistan,AFG,3/11/2021,\N,\N,\N,,,
Afghanistan,AFG,3/12/2021,\N,\N,\N,,,
Afghanistan,AFG,3/13/2021,\N,\N,\N,,,
Afghanistan,AFG,3/14/2021,\N,\N,\N,,,
Afghanistan,AFG,3/15/2021,\N,\N,\N,,,
Afghanistan,AFG,3/16/2021,54000,54000,\N,0.14,0.14,
Afghanistan,AFG,3/17/2021,\N,\N,\N,,,
Afghanistan,AFG,3/18/2021,\N,\N,\N,,,
Afghanistan,AFG,3/19/2021,\N,\N,\N,,,
Afghanistan,AFG,3/2/2021,\N,\N,\N,,,
Afghanistan,AFG,3/20/2021,\N,\N,\N,,,
Afghanistan,AFG,3/21/2021,\N,\N,\N,,,
Afghanistan,AFG,3/22/2021,\N,\N,\N,,,
Afghanistan,AFG,3/23/2021,\N,\N,\N,,,
Afghanistan,AFG,3/24/2021,\N,\N,\N,,,
Afghanistan,AFG,3/25/2021,\N,\N,\N,,,
Afghanistan,AFG,3/26/2021,\N,\N,\N,,,
Afghanistan,AFG,3/27/2021,\N,\N,\N,,,
Afghanistan,AFG,3/28/2021,\N,\N,\N,,,
Afghanistan,AFG,3/29/2021,\N,\N,\N,,,
Afghanistan,AFG,3/3/2021,\N,\N,\N,,,
Afghanistan,AFG,3/30/2021,\N,\N,\N,,,
Afghanistan,AFG,3/31/2021,\N,\N,\N,,,
Afghanistan,AFG,3/4/2021,\N,\N,\N,,,
Afghanistan,AFG,3/5/2021,\N,\N,\N,,,
Afghanistan,AFG,3/6/2021,\N,\N,\N,,,
Afghanistan,AFG,3/7/2021,\N,\N,\N,,,
Afghanistan,AFG,3/8/2021,\N,\N,\N,,,
Afghanistan,AFG,3/9/2021,\N,\N,\N,,,
Afghanistan,AFG,4/1/2021,\N,\N,\N,,,
Afghanistan,AFG,4/10/2021,\N,\N,\N,,,
Afghanistan,AFG,4/11/2021,\N,\N,\N,,,
Afghanistan,AFG,4/12/2021,\N,\N,\N,,,
Afghanistan,AFG,4/13/2021,\N,\N,\N,,,
Afghanistan,AFG,4/14/2021,\N,\N,\N,,,
Afghanistan,AFG,4/15/2021,\N,\N,\N,,,
Afghanistan,AFG,4/16/2021,\N,\N,\N,,,
Afghanistan,AFG,4/17/2021,\N,\N,\N,,,
Afghanistan,AFG,4/18/2021,\N,\N,\N,,,
Afghanistan,AFG,4/19/2021,\N,\N,\N,,,
Afghanistan,AFG,4/2/2021,\N,\N,\N,,,
Afghanistan,AFG,4/20/2021,\N,\N,\N,,,
Afghanistan,AFG,4/21/2021,\N,\N,\N,,,
Afghanistan,AFG,4/22/2021,240000,240000,\N,0.62,0.62,
Afghanistan,AFG,4/3/2021,\N,\N,\N,,,
Afghanistan,AFG,4/4/2021,\N,\N,\N,,,
Afghanistan,AFG,4/5/2021,\N,\N,\N,,,
Afghanistan,AFG,4/6/2021,\N,\N,\N,,,
Afghanistan,AFG,4/7/2021,120000,120000,\N,0.31,0.31,
Afghanistan,AFG,4/8/2021,\N,\N,\N,,,
Afghanistan,AFG,4/9/2021,\N,\N,\N,,,
Africa,OWID_AFR,1/10/2021,\N,\N,\N,,,
Africa,OWID_AFR,1/11/2021,\N,\N,\N,,,
Africa,OWID_AFR,1/12/2021,\N,\N,\N,,,
Africa,OWID_AFR,1/13/2021,2000,2000,\N,0,0,
Africa,OWID_AFR,1/14/2021,\N,\N,\N,,,
Africa,OWID_AFR,1/15/2021,4000,4000,\N,0,0,
Africa,OWID_AFR,1/16/2021,7000,7000,\N,0,0,
Africa,OWID_AFR,1/17/2021,\N,\N,\N,,,
Africa,OWID_AFR,1/18/2021,\N,\N,\N,,,
Africa,OWID_AFR,1/19/2021,10976,10976,\N,0,0,
Africa,OWID_AFR,1/20/2021,13163,13163,\N,0,0,
Africa,OWID_AFR,1/21/2021,\N,\N,\N,,,
Africa,OWID_AFR,1/22/2021,16890,16890,\N,0,0,
Africa,OWID_AFR,1/23/2021,18353,18353,\N,0,0,
Africa,OWID_AFR,1/24/2021,18353,18353,\N,0,0,
Africa,OWID_AFR,1/25/2021,19889,19889,\N,0,0,
Africa,OWID_AFR,1/26/2021,22712,22712,\N,0,0,
Africa,OWID_AFR,1/27/2021,25587,25587,\N,0,0,
Africa,OWID_AFR,1/28/2021,28779,28779,\N,0,0,
Africa,OWID_AFR,1/29/2021,30861,30861,\N,0,0,
Africa,OWID_AFR,1/30/2021,122206,32176,\N,0.01,0,
Africa,OWID_AFR,1/31/2021,158206,32176,\N,0.01,0,
Africa,OWID_AFR,1/9/2021,0,0,\N,0,0,
Africa,OWID_AFR,2/1/2021,236712,36601,\N,0.02,0,
Africa,OWID_AFR,2/10/2021,795836,39355,10335,0.06,0,0
Africa,OWID_AFR,2/11/2021,908796,39581,13867,0.07,0,0
Africa,OWID_AFR,2/12/2021,1165581,39581,13867,0.09,0,0
Africa,OWID_AFR,2/13/2021,1446178,43428,14181,0.11,0,0
Africa,OWID_AFR,2/14/2021,\N,\N,\N,,,
Africa,OWID_AFR,2/15/2021,1766999,43437,16441,0.13,0,0
Africa,OWID_AFR,2/16/2021,1965819,43444,18176,0.15,0,0
Africa,OWID_AFR,2/17/2021,2147659,47104,19512,0.16,0,0
Africa,OWID_AFR,2/18/2021,2303964,50146,22925,0.17,0,0
Africa,OWID_AFR,2/19/2021,2513999,2412533,32990,0.19,0.18,0
Africa,OWID_AFR,2/2/2021,295127,37806,\N,0.02,0,
Africa,OWID_AFR,2/20/2021,2616931,2506856,45489,0.2,0.19,0
Africa,OWID_AFR,2/21/2021,2622421,2512346,50463,0.2,0.19,0
Africa,OWID_AFR,2/22/2021,2745898,2625632,68325,0.2,0.2,0.01
Africa,OWID_AFR,2/23/2021,2854362,2724750,86927,0.21,0.2,0.01
Africa,OWID_AFR,2/24/2021,3153546,3017856,102499,0.24,0.23,0.01
Africa,OWID_AFR,2/25/2021,3434869,3292724,119792,0.26,0.25,0.01
Africa,OWID_AFR,2/26/2021,3677524,3482568,183604,0.27,0.26,0.01
Africa,OWID_AFR,2/27/2021,3866267,3605812,252758,0.29,0.27,0.02
Africa,OWID_AFR,2/28/2021,3873994,3613539,255982,0.29,0.27,0.02
Africa,OWID_AFR,2/3/2021,347149,38716,5,0.03,0,0
Africa,OWID_AFR,2/4/2021,390474,38716,5,0.03,0,0
Africa,OWID_AFR,2/5/2021,446986,38716,5,0.03,0,0
Africa,OWID_AFR,2/6/2021,504800,39218,1586,0.04,0,0
Africa,OWID_AFR,2/7/2021,\N,\N,\N,,,
Africa,OWID_AFR,2/8/2021,593502,39343,3980,0.04,0,0
Africa,OWID_AFR,2/9/2021,661263,39352,6700,0.05,0,0
Africa,OWID_AFR,3/1/2021,4091848,3759638,330257,0.31,0.28,0.02
Africa,OWID_AFR,3/10/2021,5882799,4926631,1010055,0.44,0.37,0.08
Africa,OWID_AFR,3/11/2021,6071207,4997092,1137129,0.45,0.37,0.08
Africa,OWID_AFR,3/12/2021,6381226,5054231,1397210,0.48,0.38,0.1
Africa,OWID_AFR,3/13/2021,6784874,5211100,1644318,0.51,0.39,0.12
Africa,OWID_AFR,3/14/2021,6801397,5227623,1644318,0.51,0.39,0.12
Africa,OWID_AFR,3/15/2021,7194432,5324518,1942667,0.54,0.4,0.14
Africa,OWID_AFR,3/16/2021,7429911,5365673,2146524,0.55,0.4,0.16
Africa,OWID_AFR,3/17/2021,7631610,5412287,2312736,0.57,0.4,0.17
Africa,OWID_AFR,3/18/2021,7819050,5599476,2321849,0.58,0.42,0.17
Africa,OWID_AFR,3/19/2021,8101883,5671305,2563824,0.6,0.42,0.19
Africa,OWID_AFR,3/2/2021,4252773,3859686,394124,0.32,0.29,0.03
Africa,OWID_AFR,3/20/2021,8194242,5692632,2634856,0.61,0.42,0.2
Africa,OWID_AFR,3/21/2021,8215790,5714180,2634856,0.61,0.43,0.2
Africa,OWID_AFR,3/22/2021,8338031,5742779,2728498,0.62,0.43,0.2
Africa,OWID_AFR,3/23/2021,8484254,5816994,2820695,0.63,0.43,0.21
Africa,OWID_AFR,3/24/2021,9420365,6497947,3089404,0.7,0.48,0.23
Africa,OWID_AFR,3/25/2021,9707955,6557623,3329639,0.72,0.49,0.25
Africa,OWID_AFR,3/26/2021,9976483,6663052,3503611,0.74,0.5,0.26
Africa,OWID_AFR,3/27/2021,10302320,6886943,3606160,0.77,0.51,0.27
Africa,OWID_AFR,3/28/2021,10561169,7143129,3608823,0.79,0.53,0.27
Africa,OWID_AFR,3/29/2021,10774084,7229895,3743032,0.8,0.54,0.28
Africa,OWID_AFR,3/3/2021,4424168,3963877,468861,0.33,0.3,0.03
Africa,OWID_AFR,3/30/2021,10970869,7311247,3870507,0.82,0.55,0.29
Africa,OWID_AFR,3/31/2021,11474901,7668733,3995046,0.86,0.57,0.3
Africa,OWID_AFR,3/4/2021,4570159,4057507,529681,0.34,0.3,0.04
Africa,OWID_AFR,3/5/2021,4808230,4208668,624742,0.36,0.31,0.05
Africa,OWID_AFR,3/6/2021,5013197,4334635,705135,0.37,0.32,0.05
Africa,OWID_AFR,3/7/2021,5053898,4375336,705135,0.38,0.33,0.05
Africa,OWID_AFR,3/8/2021,5402174,4649256,779759,0.4,0.35,0.06
Africa,OWID_AFR,3/9/2021,5542597,4723917,850734,0.41,0.35,0.06
Africa,OWID_AFR,4/1/2021,11728478,7825046,4097534,0.87,0.58,0.31
Africa,OWID_AFR,4/10/2021,14033778,9305128,4516913,1.05,0.69,0.34
Africa,OWID_AFR,4/11/2021,14183496,9440543,4531216,1.06,0.7,0.34
Africa,OWID_AFR,4/12/2021,14285796,9544341,4533116,1.07,0.71,0.34
Africa,OWID_AFR,4/13/2021,14376764,9625300,4545961,1.07,0.72,0.34
Africa,OWID_AFR,4/14/2021,14737177,9973200,4558689,1.1,0.74,0.34
Africa,OWID_AFR,4/15/2021,14871826,10071876,4587573,1.11,0.75,0.34
Africa,OWID_AFR,4/16/2021,15088450,10275224,4600849,1.13,0.77,0.34
Africa,OWID_AFR,4/17/2021,15386943,10566586,4607980,1.15,0.79,0.34
Africa,OWID_AFR,4/18/2021,15972735,11130098,4630260,1.19,0.83,0.35
Africa,OWID_AFR,4/19/2021,16191850,11331215,4648258,1.21,0.85,0.35
Africa,OWID_AFR,4/2/2021,11882242,7902029,4174315,0.89,0.59,0.31
Africa,OWID_AFR,4/20/2021,16361830,11485946,4663507,1.22,0.86,0.35
Africa,OWID_AFR,4/21/2021,16562770,11671363,4679030,1.24,0.87,0.35
Africa,OWID_AFR,4/22/2021,16668472,11758946,4697149,1.24,0.88,0.35
Africa,OWID_AFR,4/23/2021,16766857,11840475,4714005,1.25,0.88,0.35
Africa,OWID_AFR,4/3/2021,12017481,7985573,4226010,0.9,0.6,0.32
Africa,OWID_AFR,4/4/2021,12081433,8055695,4226286,0.9,0.6,0.32
Africa,OWID_AFR,4/5/2021,12234935,8150843,4285887,0.91,0.61,0.32
Africa,OWID_AFR,4/6/2021,12574235,8446072,4333471,0.94,0.63,0.32
Africa,OWID_AFR,4/7/2021,12959457,8764091,4399275,0.97,0.65,0.33
Africa,OWID_AFR,4/8/2021,13696926,9034710,4443029,1.02,0.67,0.33
Africa,OWID_AFR,4/9/2021,13847138,9157055,4477590,1.03,0.68,0.33
Albania,ALB,1/10/2021,0,0,\N,0,0,
Albania,ALB,1/11/2021,\N,\N,\N,,,
Albania,ALB,1/12/2021,128,128,\N,0,0,
Albania,ALB,1/13/2021,188,188,\N,0.01,0.01,
Albania,ALB,1/14/2021,266,266,\N,0.01,0.01,
Albania,ALB,1/15/2021,308,308,\N,0.01,0.01,
Albania,ALB,1/16/2021,369,369,\N,0.01,0.01,
Albania,ALB,1/17/2021,405,405,\N,0.01,0.01,
Albania,ALB,1/18/2021,447,447,\N,0.02,0.02,
Albania,ALB,1/19/2021,483,483,\N,0.02,0.02,
Albania,ALB,1/20/2021,519,519,\N,0.02,0.02,
Albania,ALB,1/21/2021,549,549,\N,0.02,0.02,
Albania,ALB,1/22/2021,\N,\N,\N,,,
Albania,ALB,1/23/2021,\N,\N,\N,,,
Albania,ALB,1/24/2021,\N,\N,\N,,,
Albania,ALB,1/25/2021,\N,\N,\N,,,
Albania,ALB,1/26/2021,\N,\N,\N,,,
Albania,ALB,1/27/2021,\N,\N,\N,,,
Albania,ALB,1/28/2021,\N,\N,\N,,,
Albania,ALB,1/29/2021,\N,\N,\N,,,
Albania,ALB,1/30/2021,\N,\N,\N,,,
Albania,ALB,1/31/2021,\N,\N,\N,,,
Albania,ALB,2/1/2021,\N,\N,\N,,,
Albania,ALB,2/10/2021,\N,\N,\N,,,
Albania,ALB,2/11/2021,\N,\N,\N,,,
Albania,ALB,2/12/2021,\N,\N,\N,,,
Albania,ALB,2/13/2021,\N,\N,\N,,,
Albania,ALB,2/14/2021,\N,\N,\N,,,
Albania,ALB,2/15/2021,\N,\N,\N,,,
Albania,ALB,2/16/2021,\N,\N,\N,,,
Albania,ALB,2/17/2021,1701,1090,611,0.06,0.04,0.02
Albania,ALB,2/18/2021,3049,2438,611,0.11,0.08,0.02
Albania,ALB,2/19/2021,4177,\N,\N,0.15,,
Albania,ALB,2/2/2021,550,549,1,0.02,0.02,0
Albania,ALB,2/20/2021,\N,\N,\N,,,
Albania,ALB,2/21/2021,\N,\N,\N,,,
Albania,ALB,2/22/2021,6728,6073,655,0.23,0.21,0.02
Albania,ALB,2/23/2021,\N,\N,\N,,,
Albania,ALB,2/24/2021,\N,\N,\N,,,
Albania,ALB,2/25/2021,10135,\N,\N,0.35,,
Albania,ALB,2/26/2021,\N,\N,\N,,,
Albania,ALB,2/27/2021,\N,\N,\N,,,
Albania,ALB,2/28/2021,\N,\N,\N,,,
Albania,ALB,2/3/2021,\N,\N,\N,,,
Albania,ALB,2/4/2021,\N,\N,\N,,,
Albania,ALB,2/5/2021,\N,\N,\N,,,
Albania,ALB,2/6/2021,\N,\N,\N,,,
Albania,ALB,2/7/2021,\N,\N,\N,,,
Albania,ALB,2/8/2021,\N,\N,\N,,,
Albania,ALB,2/9/2021,1127,689,438,0.04,0.02,0.02
Albania,ALB,3/1/2021,14295,\N,\N,0.5,,
Albania,ALB,3/10/2021,21613,\N,\N,0.75,,
Albania,ALB,3/11/2021,\N,\N,\N,,,
Albania,ALB,3/12/2021,23635,\N,\N,0.82,,
Albania,ALB,3/13/2021,\N,\N,\N,,,
Albania,ALB,3/14/2021,\N,\N,\N,,,
Albania,ALB,3/15/2021,\N,\N,\N,,,
Albania,ALB,3/16/2021,\N,\N,\N,,,
Albania,ALB,3/17/2021,33369,\N,\N,1.16,,
Albania,ALB,3/18/2021,\N,\N,\N,,,
Albania,ALB,3/19/2021,\N,\N,\N,,,
Albania,ALB,3/2/2021,\N,\N,\N,,,
Albania,ALB,3/20/2021,\N,\N,\N,,,
Albania,ALB,3/21/2021,\N,\N,\N,,,
Albania,ALB,3/22/2021,48229,\N,\N,1.68,,
Albania,ALB,3/23/2021,51690,\N,\N,1.8,,
Albania,ALB,3/24/2021,53992,\N,\N,1.88,,
Albania,ALB,3/25/2021,59348,\N,\N,2.06,,
Albania,ALB,3/26/2021,62248,\N,\N,2.16,,
Albania,ALB,3/27/2021,64075,\N,\N,2.23,,
Albania,ALB,3/28/2021,78000,\N,\N,2.71,,
Albania,ALB,3/29/2021,\N,\N,\N,,,
Albania,ALB,3/3/2021,15793,\N,\N,0.55,,
Albania,ALB,3/30/2021,119321,\N,\N,4.15,,
Albania,ALB,3/31/2021,138846,\N,\N,4.82,,
Albania,ALB,3/4/2021,\N,\N,\N,,,
Albania,ALB,3/5/2021,\N,\N,\N,,,
Albania,ALB,3/6/2021,\N,\N,\N,,,
Albania,ALB,3/7/2021,\N,\N,\N,,,
Albania,ALB,3/8/2021,\N,\N,\N,,,
Albania,ALB,3/9/2021,\N,\N,\N,,,
Albania,ALB,4/1/2021,155463,\N,\N,5.4,,
Albania,ALB,4/10/2021,256810,\N,\N,8.92,,
Albania,ALB,4/11/2021,\N,\N,\N,,,
Albania,ALB,4/12/2021,267531,\N,\N,9.3,,
Albania,ALB,4/13/2021,281216,\N,\N,9.77,,
Albania,ALB,4/14/2021,\N,\N,\N,,,
Albania,ALB,4/15/2021,304488,\N,\N,10.58,,
Albania,ALB,4/16/2021,314622,\N,\N,10.93,,
Albania,ALB,4/17/2021,324840,\N,\N,11.29,,
Albania,ALB,4/18/2021,332905,\N,\N,11.57,,
Albania,ALB,4/19/2021,345934,\N,\N,12.02,,
Albania,ALB,4/2/2021,172486,\N,\N,5.99,,
Albania,ALB,4/20/2021,350000,\N,\N,12.16,,
Albania,ALB,4/21/2021,372075,\N,\N,12.93,,
Albania,ALB,4/22/2021,382998,\N,\N,13.31,,
Albania,ALB,4/23/2021,391351,\N,\N,13.6,,
Albania,ALB,4/24/2021,400064,\N,\N,13.9,,
Albania,ALB,4/3/2021,185496,\N,\N,6.45,,
Albania,ALB,4/4/2021,192882,\N,\N,6.7,,
Albania,ALB,4/5/2021,206708,\N,\N,7.18,,
Albania,ALB,4/6/2021,221588,\N,\N,7.7,,
Albania,ALB,4/7/2021,232379,\N,\N,8.07,,
Albania,ALB,4/8/2021,242542,\N,\N,8.43,,
Albania,ALB,4/9/2021,250676,\N,\N,8.71,,
Algeria,DZA,1/29/2021,0,\N,\N,0,,
Algeria,DZA,1/30/2021,30,\N,\N,0,,
Algeria,DZA,1/31/2021,\N,\N,\N,,,
Algeria,DZA,2/1/2021,\N,\N,\N,,,
Algeria,DZA,2/10/2021,\N,\N,\N,,,
Algeria,DZA,2/11/2021,\N,\N,\N,,,
Algeria,DZA,2/12/2021,\N,\N,\N,,,
Algeria,DZA,2/13/2021,\N,\N,\N,,,
Algeria,DZA,2/14/2021,\N,\N,\N,,,
Algeria,DZA,2/15/2021,\N,\N,\N,,,
Algeria,DZA,2/16/2021,\N,\N,\N,,,
Algeria,DZA,2/17/2021,\N,\N,\N,,,
Algeria,DZA,2/18/2021,\N,\N,\N,,,
Algeria,DZA,2/19/2021,75000,\N,\N,0.17,,
Algeria,DZA,2/2/2021,\N,\N,\N,,,
Algeria,DZA,2/3/2021,\N,\N,\N,,,
Algeria,DZA,2/4/2021,\N,\N,\N,,,
Algeria,DZA,2/5/2021,\N,\N,\N,,,
Algeria,DZA,2/6/2021,\N,\N,\N,,,
Algeria,DZA,2/7/2021,\N,\N,\N,,,
Algeria,DZA,2/8/2021,\N,\N,\N,,,
Algeria,DZA,2/9/2021,\N,\N,\N,,,
Andorra,AND,1/25/2021,576,576,\N,0.75,0.75,
Andorra,AND,1/26/2021,\N,\N,\N,,,
Andorra,AND,1/27/2021,\N,\N,\N,,,
Andorra,AND,1/28/2021,\N,\N,\N,,,
Andorra,AND,1/29/2021,\N,\N,\N,,,
Andorra,AND,1/30/2021,\N,\N,\N,,,
Andorra,AND,1/31/2021,\N,\N,\N,,,
Andorra,AND,2/1/2021,1036,1036,\N,1.34,1.34,
Andorra,AND,2/10/2021,1291,1291,\N,1.67,1.67,
Andorra,AND,2/11/2021,\N,\N,\N,,,
Andorra,AND,2/12/2021,1622,1622,\N,2.1,2.1,
Andorra,AND,2/13/2021,\N,\N,\N,,,
Andorra,AND,2/14/2021,\N,\N,\N,,,
Andorra,AND,2/15/2021,\N,\N,\N,,,
Andorra,AND,2/16/2021,\N,\N,\N,,,
Andorra,AND,2/17/2021,\N,\N,\N,,,
Andorra,AND,2/18/2021,\N,\N,\N,,,
Andorra,AND,2/19/2021,2141,2141,\N,2.77,2.77,
Andorra,AND,2/2/2021,\N,\N,\N,,,
Andorra,AND,2/20/2021,\N,\N,\N,,,
Andorra,AND,2/21/2021,\N,\N,\N,,,
Andorra,AND,2/22/2021,\N,\N,\N,,,
Andorra,AND,2/23/2021,\N,\N,\N,,,
Andorra,AND,2/24/2021,2390,2390,\N,3.09,3.09,
Andorra,AND,2/25/2021,\N,\N,\N,,,
Andorra,AND,2/26/2021,2526,\N,\N,3.27,,
Andorra,AND,2/27/2021,\N,\N,\N,,,
Andorra,AND,2/28/2021,\N,\N,\N,,,
Andorra,AND,2/3/2021,\N,\N,\N,,,
Andorra,AND,2/4/2021,\N,\N,\N,,,
Andorra,AND,2/5/2021,\N,\N,\N,,,
Andorra,AND,2/6/2021,\N,\N,\N,,,
Andorra,AND,2/7/2021,\N,\N,\N,,,
Andorra,AND,2/8/2021,\N,\N,\N,,,
Andorra,AND,2/9/2021,\N,\N,\N,,,
Andorra,AND,3/1/2021,\N,\N,\N,,,
Andorra,AND,3/10/2021,4914,3650,1264,6.36,4.72,1.64
Andorra,AND,3/11/2021,\N,\N,\N,,,
Andorra,AND,3/12/2021,\N,\N,\N,,,
Andorra,AND,3/13/2021,\N,\N,\N,,,
Andorra,AND,3/14/2021,\N,\N,\N,,,
Andorra,AND,3/15/2021,8363,7098,1265,10.82,9.19,1.64
Andorra,AND,3/16/2021,\N,\N,\N,,,
Andorra,AND,3/17/2021,\N,\N,\N,,,
Andorra,AND,3/18/2021,\N,\N,\N,,,
Andorra,AND,3/19/2021,9288,\N,\N,12.02,,
Andorra,AND,3/2/2021,\N,\N,\N,,,
Andorra,AND,3/20/2021,\N,\N,\N,,,
Andorra,AND,3/21/2021,\N,\N,\N,,,
Andorra,AND,3/22/2021,\N,\N,\N,,,
Andorra,AND,3/23/2021,\N,\N,\N,,,
Andorra,AND,3/24/2021,\N,\N,\N,,,
Andorra,AND,3/25/2021,\N,\N,\N,,,
Andorra,AND,3/26/2021,\N,\N,\N,,,
Andorra,AND,3/27/2021,\N,\N,\N,,,
Andorra,AND,3/28/2021,\N,\N,\N,,,
Andorra,AND,3/29/2021,\N,\N,\N,,,
Andorra,AND,3/3/2021,\N,\N,\N,,,
Andorra,AND,3/30/2021,\N,\N,\N,,,
Andorra,AND,3/31/2021,\N,\N,\N,,,
Andorra,AND,3/4/2021,\N,\N,\N,,,
Andorra,AND,3/5/2021,\N,\N,\N,,,
Andorra,AND,3/6/2021,\N,\N,\N,,,
Andorra,AND,3/7/2021,\N,\N,\N,,,
Andorra,AND,3/8/2021,3611,2439,1172,4.67,3.16,1.52
Andorra,AND,3/9/2021,\N,\N,\N,,,
Andorra,AND,4/1/2021,\N,\N,\N,,,
Andorra,AND,4/10/2021,\N,\N,\N,,,
Andorra,AND,4/11/2021,17091,\N,\N,22.12,,
Andorra,AND,4/12/2021,19064,\N,\N,24.67,,
Andorra,AND,4/13/2021,\N,\N,\N,,,
Andorra,AND,4/14/2021,\N,\N,\N,,,
Andorra,AND,4/15/2021,\N,\N,\N,,,
Andorra,AND,4/16/2021,\N,\N,\N,,,
Andorra,AND,4/17/2021,\N,\N,\N,,,
Andorra,AND,4/18/2021,\N,\N,\N,,,
Andorra,AND,4/19/2021,26414,21733,4681,34.19,28.13,6.06
Andorra,AND,4/2/2021,\N,\N,\N,,,
Andorra,AND,4/3/2021,\N,\N,\N,,,
Andorra,AND,4/4/2021,12440,\N,\N,16.1,,
Andorra,AND,4/5/2021,15269,9781,4484,19.76,12.66,5.8
Andorra,AND,4/6/2021,\N,\N,\N,,,
Andorra,AND,4/7/2021,\N,\N,\N,,,
Andorra,AND,4/8/2021,\N,\N,\N,,,
Andorra,AND,4/9/2021,\N,\N,\N,,,
Angola,AGO,3/1/2021,0,0,\N,0,0,
Angola,AGO,3/10/2021,\N,\N,\N,,,
Angola,AGO,3/11/2021,\N,\N,\N,,,
Angola,AGO,3/12/2021,\N,\N,\N,,,
Angola,AGO,3/13/2021,\N,\N,\N,,,
Angola,AGO,3/14/2021,\N,\N,\N,,,
Angola,AGO,3/15/2021,\N,\N,\N,,,
Angola,AGO,3/16/2021,\N,\N,\N,,,
Angola,AGO,3/17/2021,\N,\N,\N,,,
Angola,AGO,3/18/2021,49000,49000,\N,0.15,0.15,
Angola,AGO,3/19/2021,\N,\N,\N,,,
Angola,AGO,3/2/2021,\N,\N,\N,,,
Angola,AGO,3/20/2021,\N,\N,\N,,,
Angola,AGO,3/21/2021,\N,\N,\N,,,
Angola,AGO,3/22/2021,\N,\N,\N,,,
Angola,AGO,3/23/2021,\N,\N,\N,,,
Angola,AGO,3/24/2021,87022,87022,\N,0.26,0.26,
Angola,AGO,3/25/2021,\N,\N,\N,,,
Angola,AGO,3/26/2021,\N,\N,\N,,,
Angola,AGO,3/27/2021,\N,\N,\N,,,
Angola,AGO,3/28/2021,\N,\N,\N,,,
Angola,AGO,3/29/2021,130750,130750,\N,0.4,0.4,
Angola,AGO,3/3/2021,\N,\N,\N,,,
Angola,AGO,3/30/2021,\N,\N,\N,,,
Angola,AGO,3/31/2021,\N,\N,\N,,,
Angola,AGO,3/4/2021,\N,\N,\N,,,
Angola,AGO,3/5/2021,\N,\N,\N,,,
Angola,AGO,3/6/2021,\N,\N,\N,,,
Angola,AGO,3/7/2021,\N,\N,\N,,,
Angola,AGO,3/8/2021,6169,6169,\N,0.02,0.02,
Angola,AGO,3/9/2021,\N,\N,\N,,,
Angola,AGO,4/1/2021,\N,\N,\N,,,
Angola,AGO,4/10/2021,\N,\N,\N,,,
Angola,AGO,4/11/2021,245442,245442,\N,0.75,0.75,
Angola,AGO,4/12/2021,\N,\N,\N,,,
Angola,AGO,4/13/2021,\N,\N,\N,,,
Angola,AGO,4/14/2021,\N,\N,\N,,,
Angola,AGO,4/15/2021,\N,\N,\N,,,
Angola,AGO,4/16/2021,\N,\N,\N,,,
Angola,AGO,4/17/2021,\N,\N,\N,,,
Angola,AGO,4/18/2021,\N,\N,\N,,,
Angola,AGO,4/19/2021,395447,395447,\N,1.2,1.2,
Angola,AGO,4/2/2021,\N,\N,\N,,,
Angola,AGO,4/3/2021,\N,\N,\N,,,
Angola,AGO,4/4/2021,\N,\N,\N,,,
Angola,AGO,4/5/2021,\N,\N,\N,,,
Angola,AGO,4/6/2021,181578,181578,\N,0.55,0.55,
Angola,AGO,4/7/2021,\N,\N,\N,,,
Angola,AGO,4/8/2021,\N,\N,\N,,,
Angola,AGO,4/9/2021,\N,\N,\N,,,
Anguilla,AIA,2/10/2021,\N,\N,\N,,,
Anguilla,AIA,2/11/2021,\N,\N,\N,,,
Anguilla,AIA,2/12/2021,\N,\N,\N,,,
Anguilla,AIA,2/13/2021,1341,1341,\N,8.94,8.94,
Anguilla,AIA,2/14/2021,2762,2762,\N,18.41,18.41,
Anguilla,AIA,2/15/2021,\N,\N,\N,,,
Anguilla,AIA,2/16/2021,\N,\N,\N,,,
Anguilla,AIA,2/17/2021,\N,\N,\N,,,
Anguilla,AIA,2/18/2021,\N,\N,\N,,,
Anguilla,AIA,2/19/2021,\N,\N,\N,,,
Anguilla,AIA,2/20/2021,\N,\N,\N,,,
Anguilla,AIA,2/21/2021,\N,\N,\N,,,
Anguilla,AIA,2/22/2021,\N,\N,\N,,,
Anguilla,AIA,2/23/2021,\N,\N,\N,,,
Anguilla,AIA,2/24/2021,\N,\N,\N,,,
Anguilla,AIA,2/25/2021,\N,\N,\N,,,
Anguilla,AIA,2/26/2021,3929,3929,\N,26.19,26.19,
Anguilla,AIA,2/27/2021,\N,\N,\N,,,
